step,train/attempt,train/lr,train/grad_norm,train/nonfinite_grad_skips,loss_preference,candidate_score_a_min,candidate_score_b_min,winner_score_min,loser_score_min,pair_score_margin,evaluator_unanimous_fraction,winner_is_b_fraction,candidate_video_distance,candidate_action_distance,current_logratio,reference_logratio,dpo_logit,current_winner_joint_mse,current_loser_joint_mse,reference_winner_joint_mse,reference_loser_joint_mse,loser_gradient_scale,loser_gradient_scale_active,winner_loser_output_gradient_cosine,current_video_mse,current_action_mse,reference_video_mse,reference_action_mse,preference_logit_grad_finite,candidate_batch
24,24,2.4e-07,0.5323362350463867,0,0.17322278022766113,-0.008145790547132492,-0.0068341814912855625,0.012372034601867199,0.008137394674122334,0.0028332630172371864,0.125,0.0,0.09513615816831589,0.0002731990534812212,-0.0014034360647201538,-0.0015314891934394836,0.00012805312871932983,0.03950629010796547,0.038102854043245316,0.039941150695085526,0.03840966150164604,0.15508273243904114,1.0,0.6290609240531921,0.3671734929084778,0.01106773316860199,0.3680295944213867,0.011101750656962395,1.0,4.0
25,25,2.5e-07,1.04030442237854,0,0.519727349281311,-0.03134654462337494,-0.039425432682037354,0.0018059266731142998,-0.006700320169329643,0.013411886058747768,0.5,0.25,0.10556022077798843,0.0017867118585854769,0.008233213797211647,0.007967133074998856,0.00026608072221279144,0.2815629839897156,0.28979623317718506,0.28313082456588745,0.2910979688167572,0.1079595685005188,1.0,0.9443838596343994,0.2674735188484192,0.06165970116853714,0.2678035497665405,0.06209735944867134,1.0,4.0
26,26,2.6e-07,0.4319094717502594,0,0.3467300534248352,-0.01288516540080309,-0.00859920121729374,-0.0036972761154174805,-0.015237279236316681,0.015348893590271473,0.25,0.5,0.07455675303936005,0.0001752059906721115,0.00412355363368988,0.0044363923370838165,-0.00031283870339393616,0.13792277872562408,0.14204633235931396,0.13859480619430542,0.14303119480609894,0.1410476565361023,1.0,0.7000989317893982,0.28439363837242126,0.005259323865175247,0.2851253151893616,0.005271226167678833,1.0,4.0
27,27,2.7e-07,0.3881596028804779,0,0.17329511046409607,-0.023437077179551125,-0.02122618816792965,0.00816515926271677,0.007932235486805439,0.0019881250336766243,0.125,0.0,0.1265150010585785,0.0008030274184420705,0.0010971426963806152,0.0011137574911117554,-1.6614794731140137e-05,0.07928250730037689,0.08037964999675751,0.07954415678977966,0.08065791428089142,0.1287146955728531,1.0,0.7532347440719604,0.3482729494571686,0.1687062680721283,0.3492829203605652,0.16794896125793457,1.0,4.0
28,28,2.8e-07,0.46011099219322205,0,0.34660136699676514,-0.02088785730302334,-0.02018050290644169,0.0055715059861540794,0.005535365082323551,0.002440148266032338,0.25,0.0,0.07530470937490463,0.0011576958931982517,-0.001743800938129425,-0.0016882941126823425,-5.550682544708252e-05,0.16894176602363586,0.16719797253608704,0.1695825755596161,0.16789428889751434,0.13047580420970917,1.0,0.7761023044586182,0.40304821729660034,0.035014525055885315,0.4038147032260895,0.035171590745449066,1.0,4.0
29,29,2.9e-07,1.3449947834014893,0,0.6931252479553223,-0.054038096219301224,-0.04897020384669304,-0.027345942333340645,-0.03288537263870239,0.012026220560073853,0.625,1.0,0.10272417962551117,0.0006140699842944741,-0.01584514044225216,-0.015889206901192665,4.406645894050598e-05,0.5737674236297607,0.5579222440719604,0.5771137475967407,0.5612245798110962,0.12603139877319336,1.0,0.8082152009010315,0.5020075440406799,0.04023056477308273,0.5038349032402039,0.04058418050408363,1.0,4.0
30,30,3e-07,0.6834173202514648,0,0.34686729311943054,-0.04432927072048187,-0.04512608051300049,-0.021790223196148872,-0.03645166754722595,0.020601531490683556,0.25,0.5,0.13315317034721375,0.0005716982996091247,-0.0022060945630073547,-0.0016191750764846802,-0.0005869194865226746,0.22253233194351196,0.220326229929924,0.22375968098640442,0.22214050590991974,0.13755913078784943,1.0,0.7695054411888123,0.41195425391197205,0.04530295729637146,0.4141514301300049,0.0456034392118454,1.0,4.0
31,31,3.1e-07,3.3533992767333984,0,0.3464040756225586,-0.04375167191028595,-0.04844357445836067,-0.01896173506975174,-0.022838786244392395,0.004404575563967228,0.375,0.375,0.09972093254327774,0.0006172512075863779,-0.09881050139665604,-0.09915147721767426,0.00034097209572792053,0.4111592769622803,0.31234878301620483,0.4143218994140625,0.31517043709754944,0.17188432812690735,1.0,0.6497721672058105,0.2763184905052185,0.25857484340667725,0.27797362208366394,0.2605985701084137,1.0,4.0
32,32,3.2e-07,0.8651440143585205,0,0.6930993795394897,-0.04111894592642784,-0.02617676928639412,0.00338850449770689,-0.01589428260922432,0.01803615316748619,0.5,0.5,0.07867763936519623,0.0022833598777651787,0.001541823148727417,0.001446310430765152,9.551271796226501e-05,0.16631756722927094,0.16785939037799835,0.16555029153823853,0.16699659824371338,0.15900234878063202,1.0,0.6876734495162964,0.22717732191085815,0.007474226877093315,0.2285001575946808,0.007503779139369726,1.0,4.0
33,33,3.3e-07,1.5739383697509766,0,0.5196532011032104,-0.039934832602739334,-0.04583749547600746,-0.07490471005439758,-0.07612964510917664,0.0032997047528624535,0.375,0.25,0.06649086624383926,0.000125506121548824,-0.006014056503772736,-0.0064284540712833405,0.00041439756751060486,0.29009589552879333,0.2840818464756012,0.28939682245254517,0.28296834230422974,0.1071317046880722,1.0,0.9125679731369019,0.2934931218624115,0.1250220239162445,0.29678261280059814,0.12540006637573242,1.0,4.0
34,34,3.4000000000000003e-07,0.0,0,0.0,-0.05999608337879181,-0.05832012742757797,0.0,0.0,0.0,0.0,0.0,0.10875550657510757,0.0003526477375999093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48900917172431946,0.005622165277600288,0.49145132303237915,0.0056692082434892654,1.0,4.0
35,35,3.5e-07,0.45735451579093933,0,0.5200155973434448,-0.02868673764169216,-0.02903822436928749,-0.03429616987705231,-0.040187954902648926,0.01482279784977436,0.5,0.5,0.1054525375366211,0.0005235592252574861,-0.02593880146741867,-0.02562875673174858,-0.0003100447356700897,0.2551896870136261,0.22925090789794922,0.2568259835243225,0.23119720816612244,0.16950808465480804,1.0,0.6553444862365723,0.30106568336486816,0.017684444785118103,0.3035225570201874,0.017802409827709198,1.0,4.0
36,36,3.6e-07,0.47662681341171265,0,0.34657561779022217,-0.04429475963115692,-0.047158099710941315,0.0003245505504310131,-0.006500084884464741,0.006113417912274599,0.25,0.25,0.11366226524114609,0.0009153709979727864,-0.004855193197727203,-0.004851117730140686,-4.075467586517334e-06,0.17481231689453125,0.16995713114738464,0.1761370599269867,0.171285942196846,0.13417655229568481,1.0,0.6770188808441162,0.35754474997520447,0.03894822299480438,0.36122676730155945,0.039379995316267014,1.0,4.0
37,37,3.7e-07,0.7881921529769897,0,0.34665995836257935,-0.03861689567565918,-0.01991382986307144,-0.03804022818803787,-0.07139064371585846,0.05245645344257355,0.25,0.5,0.103980153799057,0.0012550285318866372,0.010575197637081146,0.010747954249382019,-0.0001727566123008728,0.2158571183681488,0.22643232345581055,0.2169729620218277,0.22772091627120972,1.0,0.0,-0.04258936643600464,0.42125505208969116,0.02752101607620716,0.4267103672027588,0.027950366958975792,1.0,4.0
38,38,3.7999999999999996e-07,1.249856948852539,0,0.6928752064704895,-0.03957195580005646,-0.028075912967324257,-0.04025815799832344,-0.06532694399356842,0.015692956745624542,0.5,0.75,0.0932467132806778,0.0006372052594088018,-0.0003221780061721802,-0.0008668005466461182,0.000544622540473938,0.41548269987106323,0.41516053676605225,0.4219280481338501,0.4210612177848816,0.15200181305408478,1.0,0.6640600562095642,0.30242177844047546,0.04441959783434868,0.30693334341049194,0.04554295912384987,1.0,4.0
39,39,3.8999999999999997e-07,0.48814836144447327,0,0.5199636220932007,-0.008717373944818974,-0.010646792128682137,0.005250626243650913,0.0025325296446681023,0.003012262284755707,0.375,0.25,0.0808369368314743,0.0006397683173418045,-0.006843391805887222,-0.006636936217546463,-0.00020645558834075928,0.17788727581501007,0.17104387283325195,0.17972832918167114,0.17309139668941498,0.12080438435077667,1.0,0.8052644729614258,0.2448229044675827,0.012116394005715847,0.24739772081375122,0.012193511240184307,1.0,4.0
40,40,4e-07,1.4660568237304688,0,0.34601446986198425,-0.018234899267554283,-0.011928326450288296,0.005657600704580545,0.004916270729154348,0.005430405959486961,0.25,0.5,0.11468859016895294,0.000820882385596633,0.005386769771575928,0.004267901182174683,0.0011188685894012451,0.17604446411132812,0.18143123388290405,0.17646315693855286,0.18073105812072754,0.1443699151277542,1.0,0.6898233890533447,0.38266152143478394,0.2982700765132904,0.38933122158050537,0.2990291118621826,1.0,4.0
41,41,4.0999999999999994e-07,0.8858627676963806,0,0.34633371233940125,-0.020612666383385658,-0.024497102946043015,0.0012349551543593407,-0.0033792275935411453,0.009034904651343822,0.375,0.25,0.09468866884708405,0.002271914854645729,0.02028816193342209,0.019807450473308563,0.0004807123914361,0.21103519201278687,0.23132336139678955,0.2160625457763672,0.23587000370025635,0.14986787736415863,1.0,0.4010082185268402,0.3812122941017151,0.06984859704971313,0.3878265619277954,0.07078877091407776,1.0,4.0
42,42,4.1999999999999995e-07,5.70266056060791,0,0.6945462226867676,-0.025692172348499298,-0.021936582401394844,-0.02395481988787651,-0.03775250166654587,0.02040962502360344,0.625,0.75,0.07940224558115005,0.0011505037546157837,0.6090356707572937,0.6118296384811401,-0.0027939900755882263,0.9733409881591797,1.5823767185211182,0.9793009757995605,1.5911306142807007,0.3962940573692322,1.0,0.18193958699703217,0.30576449632644653,0.6807950735092163,0.31216686964035034,0.6894747018814087,1.0,4.0
43,43,4.2999999999999996e-07,2.0176937580108643,0,0.5185413360595703,-0.05213088542222977,-0.047642678022384644,-0.017055131494998932,-0.03484872728586197,0.016453001648187637,0.5,0.125,0.11628317832946777,0.0004072172159794718,-0.025633975863456726,-0.02828206866979599,0.002648092806339264,0.5476125478744507,0.5219786167144775,0.5590423345565796,0.5307602882385254,1.0,0.0,0.07578969746828079,0.328144371509552,0.30645525455474854,0.33422917127609253,0.3130340278148651,1.0,4.0
44,44,4.3999999999999997e-07,1.354367971420288,0,0.5202515125274658,-0.05580410361289978,-0.05217065289616585,-0.036961060017347336,-0.04346398636698723,0.005186049267649651,0.375,0.75,0.09268571436405182,0.0001529283617855981,0.012479640543460846,0.013260051608085632,-0.0007804110646247864,0.22208726406097412,0.23456689715385437,0.22730672359466553,0.24056676030158997,0.15110498666763306,1.0,0.6465847492218018,0.5189324617385864,0.008561798371374607,0.5238283276557922,0.008650536648929119,1.0,4.0
45,45,4.5e-07,0.9911336302757263,0,0.3459573984146118,-0.04085154831409454,-0.036436740309000015,-0.0021475632674992085,-0.0028119003400206566,0.005764899775385857,0.375,0.0,0.08836444467306137,0.0006767800077795982,0.008797183632850647,0.007561571896076202,0.0012356117367744446,0.2258356213569641,0.23463279008865356,0.22868838906288147,0.23624995350837708,0.10559820383787155,1.0,0.911370575428009,0.3315519690513611,0.10233622044324875,0.3392866849899292,0.10205377638339996,1.0,4.0
46,46,4.6e-07,1.4776644706726074,0,0.6941244602203369,0.006447133608162403,0.007584315724670887,0.009314628317952156,0.0052872831001877785,0.004674836527556181,0.5,0.25,0.0553632527589798,0.0002842509711626917,-0.023592662066221237,-0.02164241299033165,-0.0019502490758895874,0.3920515477657318,0.3684588372707367,0.3952708840370178,0.3736284673213959,0.16257673501968384,1.0,0.6389174461364746,0.3179779350757599,0.08022812008857727,0.32690900564193726,0.08202825486660004,1.0,4.0
47,47,4.6999999999999995e-07,0.9188000559806824,0,0.5192832946777344,-0.025408396497368813,-0.01845097541809082,-0.003456198377534747,-0.01602623052895069,0.024386871606111526,0.375,0.5,0.11170630156993866,0.0011745898518711329,0.010873779654502869,0.009718991816043854,0.001154787838459015,0.2651829123497009,0.276056706905365,0.2743338644504547,0.28405284881591797,0.18203221261501312,1.0,0.5824490189552307,0.31282711029052734,0.020318608731031418,0.3222551643848419,0.020655985921621323,1.0,4.0
48,48,4.8e-07,1.1697794198989868,0,0.34682393074035645,-0.04432466998696327,-0.04919685050845146,-0.02484559267759323,-0.028291821479797363,0.00850490853190422,0.25,0.0,0.09261511266231537,0.00020070155733264983,-0.005191083997488022,-0.004690483212471008,-0.0005006007850170135,0.13712413609027863,0.1319330632686615,0.1369633972644806,0.13227292895317078,0.13422134518623352,1.0,0.7695994973182678,0.3784099221229553,0.022434839978814125,0.38959401845932007,0.02270492911338806,1.0,4.0
49,49,4.9e-07,1.4408385753631592,0,0.5209431648254395,-0.047966260462999344,-0.047686003148555756,-0.057836052030324936,-0.06332772225141525,0.018917931243777275,0.5,0.375,0.15228907763957977,0.0007422312628477812,0.023434512317180634,0.025595400482416153,-0.0021608881652355194,0.37212032079696655,0.3955548405647278,0.3829053044319153,0.4085007309913635,0.10956000536680222,1.0,0.9350327253341675,0.3509088158607483,0.04694729670882225,0.35947585105895996,0.05057163164019585,1.0,4.0
50,50,5e-07,0.0,0,0.0,-0.02133679762482643,-0.01392853818833828,0.0,0.0,0.0,0.0,0.0,0.0840892642736435,0.00020226792548783123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3523084223270416,0.023065660148859024,0.3592028319835663,0.02366982027888298,1.0,4.0
51,51,5.1e-07,0.7996217012405396,0,0.34590813517570496,-0.018910113722085953,-0.03111027181148529,-0.008023600094020367,-0.034195106476545334,0.016916699707508087,0.25,0.0,0.12986886501312256,0.0026679611764848232,-0.04288851469755173,-0.044220633804798126,0.001332119107246399,0.23650527000427246,0.19361674785614014,0.24637168645858765,0.20215106010437012,0.1585533171892166,1.0,0.7060298323631287,0.3943997323513031,0.009956194087862968,0.4103243947029114,0.010142974555492401,1.0,4.0
52,52,5.2e-07,1.8888015747070312,0,0.5190221667289734,-0.04950325936079025,-0.05265191197395325,-0.05593549460172653,-0.0668427050113678,0.016445619985461235,0.375,0.75,0.08147609233856201,0.00014930822362657636,-0.010611578822135925,-0.012289471924304962,0.0016778931021690369,0.2733269929885864,0.2627153992652893,0.28097182512283325,0.2686823606491089,0.1094595342874527,1.0,0.93992680311203,0.2863876521587372,0.09264765679836273,0.2974975109100342,0.09607630223035812,1.0,4.0
53,53,5.3e-07,0.6792905926704407,0,0.6929413080215454,-0.028080716729164124,-0.024858510121703148,-0.03051520138978958,-0.045004043728113174,0.010388567112386227,0.625,0.625,0.06529249250888824,8.798495400696993e-05,-0.01070812065154314,-0.011120052076876163,0.00041193142533302307,0.2509053647518158,0.24019724130630493,0.2600703537464142,0.2489502727985382,0.13908670842647552,1.0,0.7531301379203796,0.24582520127296448,0.010868152603507042,0.25543487071990967,0.011282998137176037,1.0,4.0
54,54,5.4e-07,0.6875231266021729,0,0.6922231316566467,-0.05385449156165123,-0.05726148560643196,-0.04072102531790733,-0.06576797366142273,0.02712116576731205,0.625,0.75,0.13209585845470428,0.0007491083233617246,0.03959276154637337,0.03774290904402733,0.0018498525023460388,0.3100230395793915,0.34961581230163574,0.32072365283966064,0.35846656560897827,0.17431381344795227,1.0,0.6261398792266846,0.3183656930923462,0.010965711437165737,0.3283153176307678,0.011266322806477547,1.0,4.0
55,55,5.5e-07,0.7454818487167358,0,0.5199547410011292,0.0005679205060005188,0.0007243873551487923,0.018056130036711693,0.010108926333487034,0.017772918567061424,0.375,0.25,0.08520426601171494,0.00033987205824814737,-0.007761117070913315,-0.0075724758207798,-0.0001886412501335144,0.2449624389410019,0.23720131814479828,0.256974995136261,0.24940252304077148,0.14799652993679047,1.0,0.6567413210868835,0.33053648471832275,0.007082654163241386,0.3440571427345276,0.0073649026453495026,1.0,4.0
56,56,5.6e-07,1.8586434125900269,0,0.5202726125717163,-0.022901739925146103,-0.025075703859329224,-0.0235297791659832,-0.03791505843400955,0.008169892244040966,0.375,0.5,0.09410993754863739,0.0015195159940049052,-0.0010688304901123047,-0.00024565309286117554,-0.0008231773972511292,0.35759902000427246,0.35653018951416016,0.387434720993042,0.3871890902519226,0.15129946172237396,1.0,0.7282763719558716,0.31701377034187317,0.029576407745480537,0.3396274447441101,0.030359087511897087,1.0,4.0
57,57,5.699999999999999e-07,0.643491804599762,0,0.5193110108375549,-0.039939455687999725,-0.035428911447525024,-0.018085947260260582,-0.028026960790157318,0.005445149261504412,0.5,0.5,0.07007631659507751,0.00012120803876314312,-0.019147135317325592,-0.02024667337536812,0.0010995380580425262,0.237944096326828,0.218796968460083,0.25233811140060425,0.23209144175052643,0.15590399503707886,1.0,0.7108961343765259,0.27769050002098083,0.013660073280334473,0.2955990135669708,0.014044875279068947,1.0,4.0
