step,train/attempt,train/lr,train/grad_norm,train/nonfinite_grad_skips,loss_score,loss_kl,loss_disagree,score_min,score_mean,score_disagree,kl_to_base
23,23,2.3000000000000003e-05,0.0127851078286767,0,0.03185303136706352,1.2335434803389944e-05,1.4050976460566744e-05,-0.03185303136706352,-0.015831146389245987,0.00028101951465941966,0.00012335434439592063
24,24,2.4e-05,0.008941862732172012,0,0.013024108484387398,6.724145805492299e-06,1.2262779819138814e-05,-0.013024108484387398,0.0019942992366850376,0.00024525559274479747,6.724146078340709e-05
25,25,2.5e-05,0.010340563952922821,0,0.016003908589482307,9.890609362628311e-06,1.7379163182340562e-05,-0.016003908589482307,0.0005974047817289829,0.0003475832927506417,9.890607907436788e-05
26,26,2.6000000000000002e-05,0.021026957780122757,0,0.011199338361620903,1.6663141650496982e-05,1.5066909327288158e-05,-0.011199338361620903,0.003427834715694189,0.0003013381501659751,0.00016663142014294863
27,27,2.7000000000000002e-05,0.015666432678699493,0,0.0224718376994133,3.590880078263581e-05,1.3361368473852053e-05,-0.0224718376994133,-0.0064273434691131115,0.00026722735492512584,0.0003590880078263581
28,28,2.8000000000000003e-05,0.012271398678421974,0,0.01266547478735447,1.1176034604432061e-05,1.1453900697233621e-05,-0.01266547478735447,0.0008537720423191786,0.00022907799575477839,0.00011176035332027823
29,29,2.9e-05,0.015851076692342758,0,0.018471108749508858,1.4711997209815308e-05,1.4631373232987244e-05,-0.018471108749508858,-0.00409247912466526,0.00029262746102176607,0.00014711996482219547
30,30,3e-05,0.02532118745148182,0,0.024478930979967117,2.3126460291678086e-05,1.776534554664977e-05,-0.024478930979967117,-0.008060186170041561,0.00035530689638108015,0.00023126459564082325
31,31,3.1e-05,0.021003486588597298,0,0.03296026960015297,1.4076820662012324e-05,2.5276307496824302e-05,-0.03296026960015297,-0.013445138931274414,0.0005055261426605284,0.00014076821389608085
32,32,3.2000000000000005e-05,0.016310375183820724,0,0.028784550726413727,1.2526134014478885e-05,2.0288613086449914e-05,-0.028784550726413727,-0.012693680822849274,0.00040577223990112543,0.00012526134378276765
33,33,3.3e-05,0.015414364635944366,0,0.009295610710978508,2.9345863367780112e-05,1.2881796465080697e-05,-0.009295610710978508,0.004497673828154802,0.00025763592566363513,0.00029345860821194947
34,34,3.4000000000000007e-05,0.02360375225543976,0,0.027016572654247284,4.352389805717394e-05,1.6542671801289544e-05,-0.027016572654247284,-0.007700024172663689,0.0003308533923700452,0.00043523896601982415
35,35,3.5e-05,0.028084898367524147,0,0.023234788328409195,3.534824645612389e-05,3.288802327006124e-05,-0.023234788328409195,-0.00620427867397666,0.00065776047995314,0.0003534824645612389
36,36,3.6e-05,0.03752783685922623,0,0.02614210546016693,6.0862275859108195e-05,1.3318811397766694e-05,-0.02614210546016693,-0.008725699037313461,0.0002663761842995882,0.00060862279497087
37,37,3.7e-05,0.022792451083660126,0,0.021711427718400955,0.00015033916861284524,1.6805137420305982e-05,-0.021711427718400955,-0.005005957558751106,0.0003361027338542044,0.001503391657024622
38,38,3.8e-05,0.017380332574248314,0,0.01387192215770483,8.535809320164844e-05,1.8535265553509817e-05,-0.01387192215770483,0.0010281451977789402,0.0003707052965182811,0.0008535810047760606
39,39,3.9000000000000006e-05,0.012687264010310173,0,0.011148834601044655,9.968984522856772e-05,1.0655119695002213e-05,-0.011148834601044655,0.0023271883837878704,0.00021310239390004426,0.0009968983940780163
40,40,4e-05,0.04961644113063812,0,0.018692901358008385,0.00027799332747235894,1.252495712833479e-05,-0.018692901358008385,-0.003515755757689476,0.0002504991425666958,0.0027799331583082676
41,41,4.1e-05,0.03053126111626625,0,0.017471669241786003,0.00023478401999454945,2.0541179765132256e-05,-0.017471669241786003,-0.0003695480991154909,0.00041082361713051796,0.0023478399962186813
42,42,4.2e-05,0.028233854100108147,0,0.013560101389884949,0.00046220203512348235,8.311202691402286e-06,-0.013560101389884949,-0.001917539513669908,0.00016622402472421527,0.004622019827365875
43,43,4.3e-05,0.03482087701559067,0,0.023277267813682556,0.00042940143612213433,1.653687286307104e-05,-0.023277267813682556,-0.007289710454642773,0.00033073744270950556,0.004294014070183039
44,44,4.4000000000000006e-05,0.026320116594433784,0,0.027803687378764153,0.00048797568888403475,2.5703033315949142e-05,-0.027803687378764153,-0.0073830075562000275,0.0005140606663189828,0.004879756830632687
45,45,4.5e-05,0.07319501042366028,0,0.02639840543270111,0.0005525257438421249,1.948692079167813e-05,-0.02639840543270111,-0.009864685125648975,0.00038973838672973216,0.005525257438421249
46,46,4.600000000000001e-05,0.0300001110881567,0,0.01594923809170723,0.0011378260096535087,1.869796687969938e-05,-0.01594923809170723,0.0017606542678549886,0.0003739593375939876,0.011378259398043156
47,47,4.7e-05,0.027352087199687958,0,0.02060079760849476,0.0008648980292491615,1.3374763511819765e-05,-0.02060079760849476,-0.004725469276309013,0.00026749525568448007,0.008648979477584362
48,48,4.8e-05,0.0300318393856287,0,0.014734211377799511,0.0011016365606337786,1.026544032356469e-05,-0.014734211377799511,0.00031473184935748577,0.0002053088101092726,0.011016364209353924
49,49,4.9e-05,0.024475576356053352,0,0.011460001580417156,0.0009591582347638905,1.0963454769807868e-05,-0.011460001580417156,0.0024826410226523876,0.00021926910267211497,0.009591583162546158
50,50,5e-05,0.02243390679359436,0,0.01185792125761509,0.001440084190107882,1.1281785191386007e-05,-0.01185792125761509,0.002089857589453459,0.00022563571110367775,0.014400841668248177
51,51,5.1000000000000006e-05,0.06154017895460129,0,0.009059193544089794,0.00228652055375278,1.059960231941659e-05,-0.009059193544089794,0.00452853599563241,0.0002119920391123742,0.022865204140543938
52,52,5.2000000000000004e-05,0.018848855048418045,0,0.010366394184529781,0.0018363927956670523,2.5737856049090624e-05,-0.010366394184529781,0.004860080312937498,0.0005147571209818125,0.01836392842233181
53,53,5.300000000000001e-05,0.028208810836076736,0,0.009531687013804913,0.0024199183098971844,1.7070227841031738e-05,-0.009531687013804913,0.004878489300608635,0.00034140454954467714,0.02419918216764927
54,54,5.4000000000000005e-05,0.13431642949581146,0,0.019363144412636757,0.0027774623595178127,1.7661528545431793e-05,-0.019363144412636757,-0.00137763237580657,0.0003532305418048054,0.027774624526500702
55,55,5.500000000000001e-05,0.027133813127875328,0,0.01679861545562744,0.0024323533289134502,7.114379513950553e-06,-0.01679861545562744,-0.005438434425741434,0.00014228759391698986,0.024323532357811928
56,56,5.6000000000000006e-05,0.033531542867422104,0,0.0019147621933370829,0.0021894110832363367,4.629854629456531e-06,-0.0019147621933370829,0.006745544727891684,9.259708895115182e-05,0.02189411222934723
57,57,5.6999999999999996e-05,0.02626538649201393,0,0.003627386409789324,0.003720398060977459,5.359432634577388e-06,-0.003627386409789324,0.005771573632955551,0.00010718864359660074,0.03720397874712944
58,58,5.8e-05,0.026495547965168953,0,0.010005537420511246,0.003194211982190609,7.548017038061516e-06,-0.010005537420511246,0.0021056211553514004,0.0001509603316662833,0.03194211795926094
59,59,5.9e-05,0.09348501265048981,0,0.008112163282930851,0.004183230921626091,8.226445970649365e-06,-0.008112163282930851,0.0031320382840931416,0.00016452890122309327,0.04183231294155121
60,60,6e-05,0.05084334686398506,0,0.004461176693439484,0.0037053043488413095,1.1916346011275891e-05,-0.004461176693439484,0.00774060795083642,0.00023832693113945425,0.03705304116010666
61,61,6.1e-05,0.029365530237555504,0,0.010868008248507977,0.005057452712208033,1.0751055015134625e-05,-0.010868008248507977,0.0028266357257962227,0.00021502110757865012,0.05057452619075775
62,62,6.2e-05,0.043207455426454544,0,0.0029535030480474234,0.005570052657276392,9.772709745448083e-06,-0.0029535030480474234,0.009279608726501465,0.00019545418035704643,0.055700525641441345
63,63,6.3e-05,0.028327738866209984,0,0.009903684258460999,0.005378147587180138,1.2644264643313363e-05,-0.009903684258460999,0.006759433075785637,0.00025288527831435204,0.05378147214651108
64,64,6.400000000000001e-05,0.029364382848143578,0,0.004015236161649227,0.004478669259697199,7.583109436382074e-06,-0.004015236161649227,0.008015875704586506,0.00015166218508966267,0.044786691665649414
65,65,6.500000000000001e-05,0.02635715715587139,0,0.0035005321260541677,0.007054811809211969,6.201777978276368e-06,-0.0035005321260541677,0.008515367284417152,0.00012403554865159094,0.07054811716079712
66,66,6.6e-05,0.06394080072641373,0,0.006589143071323633,0.006123395636677742,9.986567420128267e-06,-0.006589143071323633,0.006999439559876919,0.00019973135204054415,0.06123396009206772
67,67,6.7e-05,0.029754597693681717,0,-0.00038790679536759853,0.00420417683199048,6.450963155657519e-06,0.00038790679536759853,0.011055786162614822,0.00012901925947517157,0.04204176738858223
68,68,6.800000000000001e-05,0.03727707266807556,0,3.750436007976532e-05,0.005821125581860542,8.572584192734212e-06,-3.750436007976532e-05,0.013142609037458897,0.00017145169840659946,0.058211252093315125
69,69,6.9e-05,0.04505152255296707,0,-0.0023652534000575542,0.006214931607246399,6.20566243014764e-06,0.0023652534000575542,0.013118710368871689,0.0001241132413269952,0.06214931607246399
70,70,7e-05,0.03943641856312752,0,0.0012269807048141956,0.006509057246148586,1.2257805792614818e-05,-0.0012269807048141956,0.012517663650214672,0.00024515611585229635,0.06509056687355042
71,71,7.1e-05,0.04946523532271385,0,0.001748897135257721,0.0061498163267970085,5.938316462561488e-06,-0.001748897135257721,0.009059149771928787,0.00011876632925122976,0.06149815768003464
72,72,7.2e-05,0.03879298269748688,0,0.002308673458173871,0.006205687765032053,6.507889338536188e-06,-0.002308673458173871,0.009235253557562828,0.00013015777221880853,0.062056876718997955
73,73,7.3e-05,0.03993288055062294,0,0.003270629560574889,0.006493800785392523,8.46522470965283e-06,-0.003270629560574889,0.007847913540899754,0.0001693044905550778,0.0649380013346672
74,74,7.4e-05,0.03485861420631409,0,-0.0003898551221936941,0.007231004070490599,5.422475624072831e-06,0.0003898551221936941,0.010553300380706787,0.0001084495015675202,0.07231003791093826
75,75,7.500000000000001e-05,0.04887669160962105,0,-0.004632270894944668,0.007773309014737606,5.87879503655131e-06,0.004632270894944668,0.015138981863856316,0.00011757588799810037,0.07773308455944061
76,76,7.6e-05,0.03840465471148491,0,-0.004677397198975086,0.006057115271687508,7.886793355282862e-06,0.004677397198975086,0.01773822493851185,0.00015773587801959366,0.060571156442165375
77,77,7.7e-05,0.04317567124962807,0,-0.0024932287633419037,0.007000821642577648,5.730556949856691e-06,0.0024932287633419037,0.013893021270632744,0.00011461113899713382,0.07000821828842163
78,78,7.800000000000001e-05,0.02633272297680378,0,0.0031819245778024197,0.007652428932487965,7.559219739050604e-06,-0.0031819245778024197,0.008796505630016327,0.00015118438750505447,0.0765242874622345
79,79,7.900000000000001e-05,0.04322050139307976,0,0.001357421511784196,0.0066948216408491135,7.584514150948962e-06,-0.001357421511784196,0.010967658832669258,0.00015169028483796865,0.06694821268320084
80,80,8e-05,0.02229798398911953,0,-0.004547623451799154,0.006653147749602795,7.0977825998852495e-06,0.004547623451799154,0.016124341636896133,0.0001419556501787156,0.0665314793586731
81,81,8.1e-05,0.03214627504348755,0,0.004556470550596714,0.007807981222867966,9.084960765903816e-06,-0.004556470550596714,0.008118990808725357,0.00018169920076616108,0.07807981222867966
82,82,8.2e-05,0.061579905450344086,0,-0.003052911488339305,0.008152637630701065,1.3149810911272652e-05,0.003052911488339305,0.015122966840863228,0.000262996181845665,0.08152637630701065
83,83,8.3e-05,0.05698782205581665,0,-0.003072751685976982,0.006549883168190718,7.9816136349109e-06,0.003072751685976982,0.015480490401387215,0.0001596322690602392,0.06549882888793945
84,84,8.4e-05,0.029319243505597115,0,-0.0026791749987751245,0.008092779666185379,4.787278157891706e-06,0.0026791749987751245,0.011453041806817055,9.574556315783411e-05,0.0809277892112732
85,85,8.5e-05,0.030398817732930183,0,-0.005572959780693054,0.007400956004858017,6.128310815256555e-06,0.005572959780693054,0.01623724028468132,0.00012256621266715229,0.07400956004858017
86,86,8.6e-05,0.03279924765229225,0,-0.0040664151310920715,0.007742718793451786,6.290852070378605e-06,0.0040664151310920715,0.014230754226446152,0.0001258170377695933,0.07742718607187271
87,87,8.7e-05,0.036866363137960434,0,-0.008906415663659573,0.007744136732071638,4.749040726892417e-06,0.008906415663659573,0.017985789105296135,9.498081635683775e-05,0.07744136452674866
88,88,8.800000000000001e-05,0.033149510622024536,0,-0.005444252863526344,0.00756001565605402,6.294462309597293e-06,0.005444252863526344,0.01669112592935562,0.00012588924437295645,0.07560015469789505
89,89,8.900000000000001e-05,0.05775357782840729,0,-0.005522363353520632,0.00853126123547554,1.2893066013930365e-05,0.005522363353520632,0.02156364731490612,0.00025786133483052254,0.085312619805336
90,90,9e-05,0.04959191381931305,0,-0.014064662158489227,0.007839199155569077,5.5506525313830934e-06,0.014064662158489227,0.024908561259508133,0.00011101305426564068,0.07839198410511017
91,91,9.1e-05,0.03912971541285515,0,-0.018530670553445816,0.008959291502833366,7.879280929046217e-06,0.018530670553445816,0.029408954083919525,0.00015758561494294554,0.08959291130304337
92,92,9.200000000000001e-05,0.04713837429881096,0,-0.004572834819555283,0.00892809871584177,8.148435881594196e-06,0.004572834819555283,0.01676035113632679,0.00016296871763188392,0.08928099274635315
93,93,9.300000000000001e-05,0.048214346170425415,0,-0.01151006855070591,0.007968385703861713,6.860923804197228e-06,0.01151006855070591,0.022452061995863914,0.00013721847790293396,0.07968385517597198
94,94,9.4e-05,0.04205245524644852,0,-0.009812470525503159,0.007410567253828049,6.867944193800213e-06,0.009812470525503159,0.019896117970347404,0.00013735887478105724,0.07410567998886108
95,95,9.5e-05,0.05491945147514343,0,-0.017565367743372917,0.007531304843723774,5.649875220115064e-06,0.017565367743372917,0.027943860739469528,0.00011299749894533306,0.07531304657459259
96,96,9.6e-05,0.05231953412294388,0,-0.004224308300763369,0.008806879632174969,6.620405656576622e-06,0.004224308300763369,0.015113325789570808,0.00013240810949355364,0.08806879073381424
97,97,9.7e-05,0.051696937531232834,0,-0.013329539448022842,0.007564766798168421,9.817694262892473e-06,0.013329539448022842,0.02712201327085495,0.00019635388161987066,0.07564766705036163
98,98,9.8e-05,0.17554831504821777,0,-0.016302576288580894,0.009102115407586098,9.453066923015285e-06,0.016302576288580894,0.03032090701162815,0.00018906132027041167,0.09102115035057068
99,99,9.900000000000001e-05,0.06905479729175568,0,-0.004458730574697256,0.010297732427716255,1.254004928341601e-05,0.004458730574697256,0.01924787275493145,0.0002508009783923626,0.10297732055187225
100,100,0.0001,0.09390921145677567,0,-0.03094443865120411,0.007969621568918228,1.0331038538424764e-05,0.03094443865120411,0.045588381588459015,0.0002066207816824317,0.07969621568918228
101,101,9.999987411224159e-05,0.04514400660991669,0,-0.011913008987903595,0.008249138481914997,1.1386120604583994e-05,0.011913008987903595,0.026583172380924225,0.00022772239753976464,0.08249139040708542
102,102,9.999949644960028e-05,0.08228301256895065,0,-0.01549249142408371,0.008469877764582634,1.2130820323363878e-05,0.01549249142408371,0.028691306710243225,0.00024261638463940471,0.08469876646995544
103,103,9.999886701397774e-05,0.07186075299978256,0,-0.014579092152416706,0.009023226797580719,1.7156224203063175e-05,0.014579092152416706,0.030692115426063538,0.0003431244695093483,0.09023226797580719
104,104,9.999798580854356e-05,0.07135945558547974,0,-0.021582966670393944,0.009266954846680164,9.393485015607439e-06,0.021582966670393944,0.03611455112695694,0.0001878697075881064,0.0926695466041565
105,105,9.999685283773504e-05,0.11505596339702606,0,-0.028331056237220764,0.00958695262670517,1.441227323084604e-05,0.028331056237220764,0.04639235511422157,0.00028824544278904796,0.0958695262670517
106,106,9.999546810725726e-05,0.06219020113348961,0,-0.01679118350148201,0.009385408833622932,1.0258971087750979e-05,0.01679118350148201,0.03144904598593712,0.00020517941447906196,0.09385409206151962
107,107,9.999383162408304e-05,0.07635845988988876,0,-0.014374451711773872,0.009858671575784683,2.2358448404702358e-05,0.014374451711773872,0.031919918954372406,0.00044716891716234386,0.09858671575784683
108,108,9.999194339645292e-05,0.0513579361140728,0,-0.039342641830444336,0.009517042897641659,1.19239430205198e-05,0.039342641830444336,0.05511150136590004,0.0002384788531344384,0.09517043083906174
109,109,9.998980343387507e-05,0.055359624326229095,0,-0.02114153653383255,0.009142962284386158,1.4003296200826298e-05,0.02114153653383255,0.03794872760772705,0.0002800659276545048,0.09142962843179703
110,110,9.998741174712533e-05,0.08622933179140091,0,-0.04679305478930473,0.009220125153660774,1.441387394152116e-05,0.04679305478930473,0.0623931810259819,0.0002882774861063808,0.09220124781131744
111,111,9.998476834824704e-05,0.06891583651304245,0,-0.032769449055194855,0.008868131786584854,1.4494240531348623e-05,0.032769449055194855,0.0475684329867363,0.00028988480335101485,0.08868131786584854
112,112,9.998187325055106e-05,0.16966110467910767,0,-0.02570723369717598,0.008934258483350277,1.8558122974354774e-05,0.02570723369717598,0.042405154556035995,0.000371162430383265,0.08934259414672852
113,113,9.997872646861569e-05,0.05223329737782478,0,-0.041996944695711136,0.009162800386548042,1.0561428098299075e-05,0.041996944695711136,0.05525856837630272,0.0002112285583280027,0.09162800014019012
114,114,9.997532801828658e-05,0.07633397728204727,0,-0.047462206333875656,0.009283758699893951,1.661246278672479e-05,0.047462206333875656,0.06396210938692093,0.00033224927028641105,0.09283758699893951
115,115,9.997167791667667e-05,0.07370621711015701,0,-0.03629274666309357,0.008917849510908127,9.69563643593574e-06,0.03629274666309357,0.048142433166503906,0.00019391271052882075,0.08917850255966187
116,116,9.996777618216607e-05,0.15996544063091278,0,-0.01810225285589695,0.009270601905882359,2.8555346943903714e-05,0.01810225285589695,0.03721173480153084,0.0005711069679819047,0.09270602464675903
117,117,9.996362283440202e-05,0.04737640172243118,0,-0.0347687192261219,0.00891417358070612,2.6631721993908286e-05,0.0347687192261219,0.05236854776740074,0.0005326343816705048,0.08914174139499664
118,118,9.995921789429874e-05,0.16675442457199097,0,-0.01850857585668564,0.008765230886638165,2.8170377845526673e-05,0.01850857585668564,0.03893173485994339,0.0005634075496345758,0.0876523032784462
119,119,9.995456138403733e-05,0.12285348027944565,0,-0.029185820370912552,0.008630422875285149,1.9403240003157407e-05,0.029185820370912552,0.04525753855705261,0.0003880648291669786,0.08630423247814178
120,120,9.994965332706573e-05,0.14222024381160736,0,-0.030156860128045082,0.007977370172739029,1.6853666238603182e-05,0.030156860128045082,0.04558544605970383,0.0003370733465999365,0.07977369427680969
121,121,9.994449374809851e-05,0.15708422660827637,0,-0.02758045122027397,0.007782236207276583,3.040854244318325e-05,0.02758045122027397,0.04571559280157089,0.0006081708706915379,0.07782236486673355
122,122,9.993908267311676e-05,0.1288749724626541,0,-0.04988710209727287,0.007788743358105421,1.2341215551714413e-05,0.04988710209727287,0.06226189434528351,0.0002468242892064154,0.07788743078708649
123,123,9.993342012936799e-05,0.07821562141180038,0,-0.025646358728408813,0.00705687515437603,1.8976055798702873e-05,0.025646358728408813,0.04237499460577965,0.00037952110869809985,0.0705687552690506
124,124,9.992750614536605e-05,0.06966724246740341,0,-0.033672451972961426,0.006782428361475468,8.753676411288325e-06,0.033672451972961426,0.046427417546510696,0.0001750735245877877,0.06782428175210953
125,125,9.992134075089084e-05,0.06939761340618134,0,-0.04346093162894249,0.006529444362968206,1.689028795226477e-05,0.04346093162894249,0.05902405083179474,0.0003378057444933802,0.06529443711042404
126,126,9.991492397698826e-05,0.13442060351371765,0,-0.033012062311172485,0.006968078203499317,1.6362893802579492e-05,0.033012062311172485,0.04841231182217598,0.00032725787605158985,0.06968078017234802
127,127,9.990825585597003e-05,0.04478870704770088,0,-0.033293887972831726,0.006343659944832325,1.0051181561721023e-05,0.033293887972831726,0.04698139801621437,0.00020102362032048404,0.0634365975856781
128,128,9.990133642141359e-05,0.06719394773244858,0,-0.062217265367507935,0.006737447809427977,1.089846045942977e-05,0.062217265367507935,0.07550696283578873,0.00021796919463668019,0.06737448275089264
129,129,9.989416570816177e-05,0.0764344334602356,0,-0.018220463767647743,0.005957460962235928,2.4479260900989175e-05,0.018220463767647743,0.035878416150808334,0.0004895852180197835,0.059574611485004425
130,130,9.98867437523228e-05,0.09835559129714966,0,-0.026624560356140137,0.0061601512134075165,8.384943612327334e-06,0.026624560356140137,0.03895997628569603,0.00016769887588452548,0.061601512134075165
131,131,9.987907059127004e-05,0.06797397881746292,0,-0.031297944486141205,0.005923778284341097,2.145575126633048e-05,0.031297944486141205,0.04641978442668915,0.0004291150253266096,0.059237781912088394
132,132,9.987114626364171e-05,0.07473646849393845,0,-0.02301761880517006,0.005853117443621159,1.5158228052314371e-05,0.02301761880517006,0.03735410049557686,0.0003031645610462874,0.058531180024147034
133,133,9.986297080934089e-05,0.06094596907496452,0,-0.03832847625017166,0.006167074665427208,2.35623047046829e-05,0.03832847625017166,0.05431557446718216,0.00047124610864557326,0.06167075037956238
134,134,9.985454426953513e-05,0.10722286254167557,0,-0.0565597340464592,0.006696111056953669,1.0942663720925339e-05,0.0565597340464592,0.07078151404857635,0.00021885328169446439,0.06696110963821411
135,135,9.98458666866564e-05,0.12693287432193756,0,-0.04548100754618645,0.006137728225439787,1.9705841623363085e-05,0.04548100754618645,0.06494486331939697,0.0003941168251913041,0.06137727573513985
136,136,9.983693810440073e-05,0.15598085522651672,0,-0.03639552742242813,0.006499115377664566,3.321162148495205e-05,0.03639552742242813,0.053949255496263504,0.0006642324151471257,0.06499115377664566
137,137,9.98277585677281e-05,0.06084439903497696,0,-0.036838266998529434,0.006359751336276531,8.157867341651581e-06,0.036838266998529434,0.04900598153471947,0.00016315735410898924,0.06359750777482986
138,138,9.981832812286216e-05,0.1658565253019333,0,-0.04451096057891846,0.006630470044910908,1.3926242900197394e-05,0.04451096057891846,0.05884809046983719,0.0002785248216241598,0.06630469858646393
139,139,9.980864681729001e-05,0.10625377297401428,0,-0.04611819237470627,0.00709708733484149,2.635725832078606e-05,0.04611819237470627,0.06489436328411102,0.0005271451082080603,0.07097087055444717
140,140,9.979871469976196e-05,0.34375423192977905,0,-0.03852134943008423,0.0072387997061014175,3.002545599883888e-05,0.03852134943008423,0.058117225766181946,0.00060050911270082,0.07238800078630447
141,141,9.978853182029128e-05,0.1527206152677536,0,-0.03960312530398369,0.006820445880293846,1.314607015956426e-05,0.03960312530398369,0.054407019168138504,0.00026292138500139117,0.06820445507764816
142,142,9.977809823015401e-05,0.05973641574382782,0,-0.03521706163883209,0.007570018991827965,4.945027831126936e-05,0.03521706163883209,0.05817796289920807,0.0009890056680887938,0.07570018619298935
143,143,9.976741398188856e-05,0.14901402592658997,0,-0.029858503490686417,0.007985981181263924,5.292833157000132e-05,0.029858503490686417,0.056521087884902954,0.0010585666168481112,0.07985981553792953
144,144,9.975647912929556e-05,0.08111149072647095,0,-0.07562889158725739,0.0086436215788126,1.6812971807667054e-05,0.07562889158725739,0.09086810052394867,0.00033625942887738347,0.0864362120628357
145,145,9.974529372743761e-05,0.08999869972467422,0,-0.039228204637765884,0.008364148437976837,1.2953589248354547e-05,0.039228204637765884,0.05323134735226631,0.0002590717631392181,0.08364147692918777
146,146,9.973385783263892e-05,0.11277633160352707,0,-0.04232164844870567,0.008803886361420155,1.41407781484304e-05,0.04232164844870567,0.057375140488147736,0.0002828155702445656,0.088038869202137
147,147,9.972217150248503e-05,0.12825416028499603,0,-0.060879528522491455,0.009102411568164825,1.4379038475453854e-05,0.060879528522491455,0.07566142082214355,0.00028758076950907707,0.09102412313222885
148,148,9.971023479582257e-05,0.06294065713882446,0,-0.04336658865213394,0.008499838411808014,1.4933261809346732e-05,0.04336658865213394,0.058517955243587494,0.00029866525437682867,0.08499838411808014
