step,train/attempt,train/lr,train/grad_norm,train/nonfinite_grad_skips,loss_score,loss_kl,loss_disagree,score_min,score_mean,score_disagree,kl_to_base
294,294,9.533644132613541e-05,0.17608444392681122,0,-0.06929786503314972,0.009002968668937683,7.3165533649444114e-06,0.06929786503314972,0.07985037565231323,0.00014633106184192002,0.09002969413995743
295,295,9.528901100135971e-05,0.25114670395851135,0,-0.07749156653881073,0.008519857190549374,1.812825576053001e-05,0.07749156653881073,0.0909111350774765,0.0003625651297625154,0.08519856631755829
296,296,9.524135262330098e-05,0.07976034283638,0,-0.0697014182806015,0.00815645046532154,4.368797817733139e-06,0.0697014182806015,0.07908103615045547,8.737595635466278e-05,0.08156450092792511
297,297,9.519346643194349e-05,0.12091707438230515,0,-0.08009248971939087,0.007177115883678198,8.671757314004935e-06,0.08009248971939087,0.09155227988958359,0.00017343515355605632,0.07177115976810455
298,298,9.514535266841862e-05,0.0794142633676529,0,-0.09106779098510742,0.007419663481414318,7.5005696089647245e-06,0.09106779098510742,0.10178934782743454,0.00015001138672232628,0.07419663667678833
299,299,9.509701157500376e-05,0.2836962342262268,0,-0.06421992182731628,0.007134753279387951,1.5830684787943028e-05,0.06421992182731628,0.0779607966542244,0.0003166136739309877,0.07134752720594406
300,300,9.504844339512095e-05,0.3389410078525543,0,-0.06263331323862076,0.00678844191133976,1.3570669580076355e-05,0.06263331323862076,0.07601606845855713,0.00027141335885971785,0.0678844153881073
301,301,9.49996483733358e-05,0.1560838520526886,0,-0.0693710669875145,0.006845241412520409,1.041032919602003e-05,0.0693710669875145,0.08297033607959747,0.00020820656209252775,0.06845241785049438
302,302,9.495062675535613e-05,0.259315550327301,0,-0.061848241835832596,0.006545614451169968,2.3831016733311117e-05,0.061848241835832596,0.07868960499763489,0.00047662033466622233,0.06545614451169968
303,303,9.490137878803079e-05,0.08605583757162094,0,-0.06175614520907402,0.006415621377527714,8.635179256089032e-06,0.06175614520907402,0.07339812815189362,0.00017270358512178063,0.06415621936321259
304,304,9.485190471934843e-05,0.08461786061525345,0,-0.07694855332374573,0.006447416730225086,1.178937509394018e-05,0.07694855332374573,0.08971948176622391,0.0002357875055167824,0.06447416543960571
305,305,9.480220479843627e-05,0.10349046438932419,0,-0.06900559365749359,0.006579505279660225,9.318360753240995e-06,0.06900559365749359,0.08080171793699265,0.00018636722234077752,0.06579504907131195
306,306,9.475227927555872e-05,0.12381083518266678,0,-0.052076391875743866,0.006466187071055174,2.28447843255708e-05,0.052076391875743866,0.06948700547218323,0.0004568956792354584,0.06466186046600342
307,307,9.470212840211632e-05,0.08230328559875488,0,-0.08490917086601257,0.0071406178176403046,8.965413144323975e-06,0.08490917086601257,0.09700608253479004,0.0001793082628864795,0.07140617817640305
308,308,9.465175243064428e-05,0.08629503846168518,0,-0.0621320940554142,0.006513475906103849,7.44740100344643e-06,0.0621320940554142,0.07363290339708328,0.0001489480200689286,0.06513476371765137
309,309,9.460115161481132e-05,0.07482792437076569,0,-0.0901898592710495,0.006958565674722195,7.214080596895656e-06,0.0901898592710495,0.10115770995616913,0.00014428161375690252,0.0695856586098671
310,310,9.45503262094184e-05,0.10840684920549393,0,-0.06023990362882614,0.007345345802605152,1.1784775779233314e-05,0.06023990362882614,0.07188649475574493,0.0002356954792048782,0.07345345616340637
311,311,9.449927647039736e-05,0.0831601619720459,0,-0.07642166316509247,0.007218366954475641,1.2337963198660873e-05,0.07642166316509247,0.08975489437580109,0.0002467592421453446,0.07218366861343384
312,312,9.444800265480967e-05,0.0773748829960823,0,-0.05263402312994003,0.00768132833763957,2.0659977963077836e-05,0.05263402312994003,0.06800113618373871,0.00041319953743368387,0.07681328058242798
313,313,9.439650502084518e-05,0.09079324454069138,0,-0.07275701314210892,0.00809358898550272,5.994665571051883e-06,0.07275701314210892,0.08346603065729141,0.00011989330232609063,0.08093589544296265
314,314,9.434478382782075e-05,0.07909668982028961,0,-0.054564110934734344,0.0070726280100643635,2.0347171812318265e-05,0.054564110934734344,0.06910139322280884,0.0004069434362463653,0.07072627544403076
315,315,9.4292839336179e-05,0.1179836094379425,0,-0.09031955897808075,0.0071710264310240746,7.111638296919409e-06,0.09031955897808075,0.10286938399076462,0.00014223276230040938,0.0717102587223053
316,316,9.424067180748692e-05,0.09818396717309952,0,-0.05624488368630409,0.007370970211923122,1.6938141925493255e-05,0.05624488368630409,0.07087984681129456,0.00033876285306178033,0.07370970398187637
317,317,9.418828150443469e-05,0.08647177368402481,0,-0.0739111378788948,0.006596074439585209,8.68686220201198e-06,0.0739111378788948,0.0849369540810585,0.000173737236764282,0.06596074998378754
318,318,9.413566869083416e-05,0.07776389271020889,0,-0.08241601288318634,0.006770601496100426,5.32769490746432e-06,0.08241601288318634,0.09356288611888885,0.000106553896330297,0.06770601123571396
319,319,9.408283363161774e-05,0.1799156367778778,0,-0.10885506868362427,0.007290512323379517,5.700868769054068e-06,0.10885506868362427,0.11830872297286987,0.00011401738447602838,0.07290512323379517
320,320,9.40297765928369e-05,0.1980256289243698,0,-0.0698428750038147,0.006491576787084341,1.7167591067845933e-05,0.0698428750038147,0.08568914979696274,0.00034335185773670673,0.06491576880216599
321,321,9.397649784166092e-05,0.0361010879278183,0,-0.07289023697376251,0.006865647621452808,1.6032230632845312e-05,0.07289023697376251,0.08490854501724243,0.0003206445835530758,0.06865647435188293
322,322,9.39229976463755e-05,0.12090223282575607,0,-0.057844843715429306,0.0064378464594483376,1.4507811101793777e-05,0.057844843715429306,0.0702245756983757,0.0002901561965700239,0.06437847018241882
323,323,9.386927627638142e-05,0.10469750314950943,0,-0.0690649002790451,0.006820713169872761,1.6452529962407425e-05,0.0690649002790451,0.0848141685128212,0.00032905061380006373,0.06820712983608246
324,324,9.381533400219318e-05,0.048645973205566406,0,-0.06310051679611206,0.006311588454991579,1.8412603822071105e-05,0.06310051679611206,0.07573758065700531,0.0003682520764414221,0.06311587989330292
325,325,9.376117109543769e-05,0.11767318099737167,0,-0.07505786418914795,0.006703534163534641,5.8445025388209615e-06,0.07505786418914795,0.08623525500297546,0.00011689004895742983,0.06703534722328186
326,326,9.37067878288528e-05,0.09639479219913483,0,-0.05900764465332031,0.006139439530670643,1.6821717508719303e-05,0.05900764465332031,0.0715412124991417,0.00033643434289842844,0.06139439716935158
327,327,9.365218447628603e-05,0.05447187274694443,0,-0.07894788682460785,0.006622633431106806,7.13800136509235e-06,0.07894788682460785,0.08953279256820679,0.0001427600218448788,0.06622633337974548
328,328,9.359736131269312e-05,0.04376466944813728,0,-0.06905153393745422,0.00658829603344202,8.957569662015885e-06,0.06905153393745422,0.07967567443847656,0.0001791513932403177,0.06588295102119446
329,329,9.354231861413668e-05,0.09401081502437592,0,-0.08362419903278351,0.007140255533158779,7.435935003741179e-06,0.08362419903278351,0.09399887174367905,0.00014871868188492954,0.07140255719423294
330,330,9.348705665778478e-05,0.23066948354244232,0,-0.07831044495105743,0.006042353343218565,6.301876510406146e-06,0.07831044495105743,0.08866119384765625,0.0001260375283891335,0.060423530638217926
331,331,9.343157572190957e-05,0.04552934318780899,0,-0.07866670936346054,0.007109077647328377,1.9424949641688727e-05,0.07866670936346054,0.09150040149688721,0.00038849894190207124,0.07109077274799347
332,332,9.337587608588588e-05,0.07660646736621857,0,-0.07129324227571487,0.007080714218318462,1.591923319210764e-05,0.07129324227571487,0.08604256063699722,0.0003183846711181104,0.07080714404582977
333,333,9.331995803018981e-05,0.3197694718837738,0,-0.05957262963056564,0.006962793413549662,2.631709685374517e-05,0.05957262963056564,0.07613971084356308,0.0005263419006951153,0.06962792575359344
334,334,9.326382183639731e-05,0.045157019048929214,0,-0.08333157747983932,0.0072141895070672035,1.2081068234692793e-05,0.08333157747983932,0.09335532039403915,0.00024162133922800422,0.07214188575744629
335,335,9.320746778718275e-05,0.08853406459093094,0,-0.06902487576007843,0.007415610831230879,1.135488764703041e-05,0.06902487576007843,0.08274741470813751,0.000227097756578587,0.07415610551834106
336,336,9.315089616631752e-05,0.16201764345169067,0,-0.07229933142662048,0.00682508060708642,3.8715050322934985e-05,0.07229933142662048,0.09370920062065125,0.0007743010064586997,0.06825080513954163
337,337,9.309410725866862e-05,0.08386378735303879,0,-0.05242691934108734,0.006828255020081997,9.315404895460233e-06,0.05242691934108734,0.06568430364131927,0.00018630809790920466,0.06828254461288452
338,338,9.30371013501972e-05,0.16314762830734253,0,-0.06723498553037643,0.00686436053365469,2.8848196961916983e-05,0.06723498553037643,0.0838056430220604,0.0005769638228230178,0.06864361464977264
339,339,9.297987872795705e-05,0.09400319308042526,0,-0.07440390437841415,0.006192800123244524,5.4347506193153095e-06,0.07440390437841415,0.08401020616292953,0.00010869500692933798,0.06192799657583237
340,340,9.292243968009331e-05,0.0705086961388588,0,-0.06880960613489151,0.00611756881698966,1.3480807865562383e-05,0.06880960613489151,0.07980574667453766,0.0002696161391213536,0.06117568537592888
341,341,9.28647844958409e-05,0.09164489805698395,0,-0.07294683903455734,0.006035482976585627,4.4471512410382275e-06,0.07294683903455734,0.08208748698234558,8.894302300177515e-05,0.06035483255982399
342,342,9.280691346552308e-05,0.08170843869447708,0,-0.0712241679430008,0.00598997063934803,1.3217715604696423e-05,0.0712241679430008,0.08412565290927887,0.0002643543411977589,0.05989970266819
343,343,9.274882688055005e-05,0.07605143636465073,0,-0.07217095792293549,0.0062393201515078545,7.553426257800311e-06,0.07217095792293549,0.0832236185669899,0.00015106852515600622,0.062393199652433395
344,344,9.269052503341736e-05,0.1285955011844635,0,-0.08827705681324005,0.005847351625561714,1.3422931260720361e-05,0.08827705681324005,0.10147697478532791,0.0002684586215764284,0.05847351625561714
345,345,9.263200821770461e-05,0.1586148589849472,0,-0.07677560299634933,0.00585929723456502,5.840298854309367e-06,0.07677560299634933,0.08673333376646042,0.00011680598254315555,0.05859297141432762
346,346,9.257327672807382e-05,0.07899914681911469,0,-0.06700059771537781,0.006024668924510479,1.9218434317735955e-05,0.06700059771537781,0.08039367198944092,0.00038436870090663433,0.06024669110774994
347,347,9.251433086026799e-05,0.11937166750431061,0,-0.07330738753080368,0.005936131346970797,1.4509066204482224e-05,0.07330738753080368,0.08596546947956085,0.0002901812840718776,0.05936131253838539
348,348,9.24551709111097e-05,0.10009609907865524,0,-0.07738478481769562,0.006937052123248577,1.3095707799948286e-05,0.07738478481769562,0.09179481863975525,0.0002619141305331141,0.06937052309513092
349,349,9.239579717849941e-05,0.09403756260871887,0,-0.06983961164951324,0.006974141579121351,1.2999482351006009e-05,0.06983961164951324,0.08367414772510529,0.00025998963974416256,0.06974141299724579
350,350,9.233620996141421e-05,0.10048513859510422,0,-0.08105282485485077,0.00712439464405179,7.508730959671084e-06,0.08105282485485077,0.09229250997304916,0.00015017461555544287,0.07124394178390503
351,351,9.227640955990615e-05,0.09146130830049515,0,-0.0705316960811615,0.0073591494001448154,1.4115702470007818e-05,0.0705316960811615,0.08244708180427551,0.00028231405303813517,0.07359149307012558
352,352,9.221639627510076e-05,0.266597181558609,0,-0.05582595616579056,0.0065146684646606445,2.087984285026323e-05,0.05582595616579056,0.07172757387161255,0.00041759683517739177,0.06514668464660645
353,353,9.215617040919555e-05,0.11899858713150024,0,-0.0684991255402565,0.007151042111217976,2.6552525014267303e-05,0.0684991255402565,0.08525662124156952,0.0005310504930093884,0.0715104192495346
354,354,9.209573226545851e-05,0.15572181344032288,0,-0.09372729808092117,0.00667157955467701,1.0910403943853453e-05,0.09372729808092117,0.10599755495786667,0.00021820809342898428,0.0667157918214798
355,355,9.203508214822652e-05,0.1296379715204239,0,-0.08415777236223221,0.007471909746527672,7.636529517185409e-06,0.08415777236223221,0.09582723677158356,0.00015273058670572937,0.07471909373998642
356,356,9.197422036290387e-05,0.13077130913734436,0,-0.05401744693517685,0.0073091015219688416,3.5744062188314274e-05,0.05401744693517685,0.07449294626712799,0.0007148812292143703,0.07309101521968842
357,357,9.191314721596072e-05,0.08658649027347565,0,-0.08009842783212662,0.007012855727225542,5.409413461165968e-06,0.08009842783212662,0.09036588668823242,0.00010818828013725579,0.07012855261564255
358,358,9.185186301493152e-05,0.05296212062239647,0,-0.06674288213253021,0.007030249573290348,7.174111487984192e-06,0.06674288213253021,0.078777015209198,0.0001434822188457474,0.07030249387025833
359,359,9.179036806841353e-05,0.10799604654312134,0,-0.07839599996805191,0.007205445785075426,1.685720417299308e-05,0.07839599996805191,0.09139861911535263,0.00033714412711560726,0.07205445319414139
360,360,9.172866268606513e-05,0.07071802765130997,0,-0.07667504996061325,0.006672881543636322,8.962417268776335e-06,0.07667504996061325,0.08566175401210785,0.00017924833809956908,0.06672882288694382
361,361,9.166674717860447e-05,0.09514335542917252,0,-0.07922039926052094,0.00699759554117918,9.939139999914914e-06,0.07922039926052094,0.09160065650939941,0.0001987827999982983,0.06997595727443695
362,362,9.16046218578077e-05,0.06216432899236679,0,-0.081386998295784,0.006263818591833115,7.630290383531246e-06,0.081386998295784,0.09121264517307281,0.00015260580403264612,0.06263819336891174
363,363,9.154228703650752e-05,0.15560397505760193,0,-0.06847260147333145,0.006500907242298126,1.4550851119565777e-05,0.06847260147333145,0.0834147110581398,0.0002910170005634427,0.06500906497240067
364,364,9.147974302859157e-05,0.10036514699459076,0,-0.08134462684392929,0.006154595874249935,5.6282474361069035e-06,0.08134462684392929,0.09168253093957901,0.00011256494326516986,0.0615459606051445
365,365,9.141699014900083e-05,0.20594869554042816,0,-0.07371793687343597,0.00650091003626585,2.0643714378820732e-05,0.07371793687343597,0.08765685558319092,0.0004128743021283299,0.06500910222530365
366,366,9.135402871372808e-05,0.07256007194519043,0,-0.07419276237487793,0.0062205796130001545,2.418043732177466e-05,0.07419276237487793,0.09049022197723389,0.00048360874643549323,0.06220579147338867
367,367,9.12908590398163e-05,0.46818873286247253,0,-0.06648196280002594,0.006004504859447479,8.537179382983595e-06,0.06648196280002594,0.07774361968040466,0.00017074357310775667,0.06004505231976509
368,368,9.122748144535705e-05,0.07927301526069641,0,-0.06492207199335098,0.00702015683054924,7.03076602803776e-06,0.06492207199335098,0.07596005499362946,0.00014061533147469163,0.0702015683054924
369,369,9.11638962494888e-05,0.181653693318367,0,-0.07826507091522217,0.00678020715713501,1.1787784387706779e-05,0.07826507091522217,0.09072044491767883,0.0002357556950300932,0.0678020715713501
370,370,9.110010377239551e-05,0.1399424523115158,0,-0.08050253987312317,0.00773936603218317,4.627464932127623e-06,0.08050253987312317,0.08995123207569122,9.254929318558425e-05,0.07739365845918655
371,371,9.103610433530483e-05,0.07741235941648483,0,-0.08698588609695435,0.008219581097364426,1.2356187653494999e-05,0.08698588609695435,0.09866507351398468,0.00024712373851798475,0.08219581097364426
372,372,9.09718982604866e-05,0.13425791263580322,0,-0.06395845115184784,0.007441061548888683,1.5737387002445757e-05,0.06395845115184784,0.07853005081415176,0.00031474768184125423,0.07441061735153198
373,373,9.090748587125118e-05,0.10728425532579422,0,-0.08357009291648865,0.008540832437574863,9.473985301156063e-06,0.08357009291648865,0.09666045755147934,0.00018947970238514245,0.08540832251310349
374,374,9.084286749194782e-05,0.08334648609161377,0,-0.07378249615430832,0.007707594428211451,7.387162440863904e-06,0.07378249615430832,0.08374185115098953,0.00014774323790334165,0.07707594335079193
375,375,9.077804344796302e-05,1.1402667760849,0,-0.07085932046175003,0.007697719149291515,1.5386314771603793e-05,0.07085932046175003,0.08667255938053131,0.00030772629543207586,0.0769771933555603
376,376,9.071301406571892e-05,0.13023629784584045,0,-0.0700727328658104,0.007209450006484985,1.0834410204552114e-05,0.0700727328658104,0.08151227235794067,0.00021668820409104228,0.07209450006484985
377,377,9.06477796726717e-05,0.0711728036403656,0,-0.08396683633327484,0.00791170634329319,4.545100637187716e-06,0.08396683633327484,0.09352996945381165,9.090201638173312e-05,0.0791170597076416
378,378,9.058234059730976e-05,0.09147027879953384,0,-0.07606958597898483,0.006716672331094742,1.844731559685897e-05,0.07606958597898483,0.09002748876810074,0.00036894631921313703,0.06716673076152802
379,379,9.051669716915227e-05,0.1010342463850975,0,-0.07653417438268661,0.006172362715005875,5.449275249702623e-06,0.07653417438268661,0.0860135555267334,0.00010898549953708425,0.06172362342476845
380,380,9.045084971874738e-05,0.11167062073945999,0,-0.07892829924821854,0.0064895497635006905,5.1762244765996e-06,0.07892829924821854,0.08839760720729828,0.0001035244858940132,0.06489550322294235
381,381,9.038479857767062e-05,0.2230958491563797,0,-0.07888801395893097,0.005875770002603531,1.2547804544738028e-05,0.07888801395893097,0.09096214920282364,0.00025095607270486653,0.05875770002603531
382,382,9.031854407852316e-05,0.10009604692459106,0,-0.06137634441256523,0.006273216567933559,3.0995604902273044e-05,0.06137634441256523,0.07750479131937027,0.0006199121125973761,0.06273216009140015
383,383,9.025208655493026e-05,0.39926809072494507,0,-0.07501295208930969,0.006393367424607277,1.431889904779382e-05,0.07501295208930969,0.0881071388721466,0.00028637799550779164,0.06393367797136307
384,384,9.018542634153944e-05,0.10765787214040756,0,-0.09581458568572998,0.006388319656252861,3.727986040757969e-06,0.09581458568572998,0.1040576621890068,7.455972081515938e-05,0.06388319283723831
385,385,9.01185637740189e-05,0.1474633514881134,0,-0.08050306886434555,0.006278982385993004,7.192861630755942e-06,0.08050306886434555,0.09070910513401031,0.00014385723625309765,0.06278982013463974
386,386,9.00514991890558e-05,0.10703063011169434,0,-0.05813189595937729,0.006440495140850544,1.643651739868801e-05,0.05813189595937729,0.07209961116313934,0.0003287303843535483,0.06440494954586029
387,387,8.998423292435454e-05,0.08393654227256775,0,-0.07774578779935837,0.00680411234498024,8.222751603170764e-06,0.07774578779935837,0.08935181796550751,0.0001644550502533093,0.0680411159992218
388,388,8.991676531863508e-05,0.1038656011223793,0,-0.09362322837114334,0.007282341364771128,9.217328624799848e-06,0.09362322837114334,0.10256613790988922,0.00018434655794408172,0.0728234127163887
389,389,8.984909671163127e-05,0.18311254680156708,0,-0.08067166805267334,0.00713554210960865,1.4492000445898157e-05,0.08067166805267334,0.09305362403392792,0.0002898399834521115,0.0713554173707962
390,390,8.978122744408906e-05,0.19579990208148956,0,-0.04912915825843811,0.006650160066783428,1.9027762391488068e-05,0.04912915825843811,0.06503526866436005,0.00038055525510571897,0.06650160253047943
391,391,8.971315785776486e-05,0.06297659128904343,0,-0.07427044212818146,0.007208440452814102,1.5455583707080223e-05,0.07427044212818146,0.08850354701280594,0.0003091116959694773,0.07208440452814102
392,392,8.964488829542377e-05,0.2278614640235901,0,-0.07067599147558212,0.006804955191910267,1.5609441106789745e-05,0.07067599147558212,0.08220280706882477,0.0003121888148598373,0.06804955005645752
393,393,8.957641910083787e-05,0.04542527347803116,0,-0.07757841050624847,0.007369512692093849,1.3358518117456697e-05,0.07757841050624847,0.09051445126533508,0.0002671703405212611,0.0736951231956482
394,394,8.950775061878453e-05,0.13591332733631134,0,-0.08409181982278824,0.007479604799300432,9.644372767070308e-06,0.08409181982278824,0.09565398842096329,0.00019288744078949094,0.07479605078697205
395,395,8.943888319504457e-05,0.0896771103143692,0,-0.07800523191690445,0.007242824882268906,6.685768312308937e-06,0.07800523191690445,0.08917998522520065,0.00013371536624617875,0.07242824882268906
396,396,8.936981717640061e-05,0.24295920133590698,0,-0.07477859407663345,0.006811175495386124,5.9773869907076005e-06,0.07477859407663345,0.08520832657814026,0.0001195477379951626,0.06811175495386124
397,397,8.93005529106353e-05,0.10939481109380722,0,-0.048164136707782745,0.006449930369853973,1.726863774820231e-05,0.048164136707782745,0.06513495743274689,0.00034537274041213095,0.06449930369853973
398,398,8.92310907465296e-05,0.14705297350883484,0,-0.0796215683221817,0.006243021227419376,9.895125913317315e-06,0.0796215683221817,0.08930694311857224,0.00019790249643847346,0.062430210411548615
399,399,8.916143103386093e-05,0.03916795179247856,0,-0.08226048946380615,0.006563439965248108,1.1784105481638107e-05,0.08226048946380615,0.09408477693796158,0.00023568210599478334,0.06563439965248108
400,400,8.90915741234015e-05,0.06301579624414444,0,-0.0819646418094635,0.0061586713418364525,2.2652022380498238e-05,0.0819646418094635,0.09757620096206665,0.00045304049854166806,0.061586715281009674
401,401,8.90215203669165e-05,0.13174840807914734,0,-0.07324691116809845,0.005974900908768177,5.246807631920092e-06,0.07324691116809845,0.0825774073600769,0.00010493615263840184,0.05974900722503662
402,402,8.895127011716233e-05,0.07903216034173965,0,-0.0857735276222229,0.006744148209691048,4.24677864430123e-06,0.0857735276222229,0.09453517198562622,8.49355710670352e-05,0.06744147837162018
403,403,8.888082372788488e-05,0.10795135796070099,0,-0.08294675499200821,0.006239644251763821,6.924405170138925e-06,0.08294675499200821,0.09410211443901062,0.0001384881034027785,0.062396444380283356
404,404,8.881018155381766e-05,0.1923176348209381,0,-0.07373987138271332,0.006443069316446781,1.8393755453871563e-05,0.07373987138271332,0.08748714625835419,0.00036787509452551603,0.06443069130182266
405,405,8.873934395068005e-05,0.1917358934879303,0,-0.08328473567962646,0.00679823337122798,5.912699180044001e-06,0.08328473567962646,0.09345192462205887,0.00011825399269582704,0.06798233091831207
406,406,8.866831127517557e-05,0.09167245030403137,0,-0.07225970923900604,0.00660200510174036,3.7565753245871747e-06,0.07225970923900604,0.08085750043392181,7.513150194426998e-05,0.06602004170417786
407,407,8.859708388498996e-05,0.06393062323331833,0,-0.06874150782823563,0.006852569058537483,6.903285793669056e-06,0.06874150782823563,0.07935160398483276,0.0001380657049594447,0.06852568686008453
408,408,8.852566213878947e-05,0.06818466633558273,0,-0.0895143449306488,0.007379760965704918,6.270516678341664e-06,0.0895143449306488,0.09884154796600342,0.00012541032629087567,0.07379760593175888
409,409,8.845404639621906e-05,0.17416749894618988,0,-0.07814200222492218,0.007097629830241203,1.1944989637413528e-05,0.07814200222492218,0.09050469100475311,0.00023889978183433414,0.07097630202770233
410,410,8.838223701790055e-05,0.1358671635389328,0,-0.06673454493284225,0.007299103774130344,1.2297411558392923e-05,0.06673454493284225,0.080909863114357,0.0002459482057020068,0.0729910358786583
411,411,8.831023436543082e-05,0.19748292863368988,0,-0.0779120922088623,0.007513314951211214,1.4969933545216918e-05,0.0779120922088623,0.0914413332939148,0.00029939867090433836,0.07513314485549927
412,412,8.823803880137993e-05,0.04409977048635483,0,-0.08461862057447433,0.007327079772949219,4.0753611756372266e-06,0.08461862057447433,0.0925101488828659,8.150721987476572e-05,0.07327079772949219
413,413,8.81656506892894e-05,0.17494083940982819,0,-0.08035513013601303,0.006688229739665985,9.185572707792744e-06,0.08035513013601303,0.09191511571407318,0.00018371143960393965,0.06688229739665985
414,414,8.809307039367034e-05,0.09148309379816055,0,-0.0728946179151535,0.006567121483385563,5.238724043010734e-06,0.0728946179151535,0.08324021846055984,0.00010477448086021468,0.06567121297121048
415,415,8.802029828000156e-05,0.15075397491455078,0,-0.08345487713813782,0.006802058778703213,1.1261859981459565e-05,0.08345487713813782,0.09586408734321594,0.0002252371923532337,0.06802058964967728
416,416,8.794733471472778e-05,0.11376004666090012,0,-0.08196964114904404,0.0065880827605724335,1.6369491277146153e-05,0.08196964114904404,0.09565402567386627,0.0003273898328188807,0.06588082760572433
417,417,8.787418006525782e-05,0.08868766576051712,0,-0.08044400066137314,0.006545905023813248,4.452817393030273e-06,0.08044400066137314,0.08855807781219482,8.905634604161605e-05,0.06545905023813248
418,418,8.780083469996264e-05,0.07478643953800201,0,-0.08139672875404358,0.0073267510160803795,1.0875168300117366e-05,0.08139672875404358,0.09227737784385681,0.00021750337327830493,0.07326750457286835
419,419,8.77272989881736e-05,0.08424662798643112,0,-0.09331510961055756,0.007077794522047043,3.6338899462862173e-06,0.09331510961055756,0.10106101632118225,7.267779437825084e-05,0.07077794522047043
420,420,8.765357330018056e-05,0.09462158381938934,0,-0.06857133656740189,0.006740978453308344,1.406899082212476e-05,0.06857133656740189,0.08319661021232605,0.00028137979097664356,0.06740978360176086
421,421,8.757965800722993e-05,0.05775560811161995,0,-0.07050346583127975,0.0065756733529269695,1.0272962754243053e-05,0.07050346583127975,0.08131937682628632,0.00020545924780890346,0.06575673818588257
422,422,8.750555348152298e-05,0.38779377937316895,0,-0.09584138542413712,0.007040343713015318,1.1164125680807047e-05,0.09584138542413712,0.10725514590740204,0.00022328252089209855,0.07040344178676605
423,423,8.74312600962138e-05,0.09107034653425217,0,-0.05921545252203941,0.006525780074298382,9.036393748829141e-06,0.05921545252203941,0.07245290279388428,0.0001807278604246676,0.06525780260562897
424,424,8.735677822540749e-05,0.15342679619789124,0,-0.07325135171413422,0.006889531388878822,1.8614979126141407e-05,0.07325135171413422,0.08783292770385742,0.0003722995752468705,0.06889531016349792
425,425,8.728210824415827e-05,0.09312237054109573,0,-0.08759988844394684,0.007287473417818546,5.342184522305615e-06,0.08759988844394684,0.09671543538570404,0.00010684369772206992,0.07287473231554031
426,426,8.720725052846765e-05,0.08900216221809387,0,-0.07624034583568573,0.006762719247490168,1.8787501176120713e-05,0.07624034583568573,0.08928990364074707,0.00037575006717815995,0.0676271915435791
427,427,8.71322054552824e-05,0.11414280533790588,0,-0.0758148580789566,0.007668810896575451,1.1215658560104202e-05,0.0758148580789566,0.08773642033338547,0.00022431318939197809,0.07668809592723846
428,428,8.705697340249275e-05,0.2530480623245239,0,-0.09049636125564575,0.007697385270148516,1.1405215445847716e-05,0.09049636125564575,0.10237577557563782,0.00022810428345110267,0.07697384804487228
429,429,8.69815547489305e-05,0.06905141472816467,0,-0.0703713446855545,0.007947457022964954,1.1542935681063682e-05,0.0703713446855545,0.08265777677297592,0.0002308587427251041,0.0794745609164238
430,430,8.690594987436704e-05,0.1250496506690979,0,-0.07574895024299622,0.007925529964268208,4.598993655235972e-06,0.07574895024299622,0.08453181385993958,9.197987674269825e-05,0.07925529778003693
431,431,8.683015915951152e-05,0.4032491445541382,0,-0.08076238632202148,0.008334106765687466,1.8343820556765422e-05,0.08076238632202148,0.09762167930603027,0.00036687636747956276,0.08334106206893921
432,432,8.675418298600884e-05,0.09569326788187027,0,-0.08496789634227753,0.008640287443995476,1.250619152415311e-05,0.08496789634227753,0.09832202643156052,0.00025012381956912577,0.08640287816524506
433,433,8.667802173643784e-05,0.22775989770889282,0,-0.08185545355081558,0.007842371240258217,1.835068906075321e-05,0.08185545355081558,0.09602861106395721,0.00036701379576697946,0.07842370867729187
434,434,8.660167579430927e-05,0.09660235047340393,0,-0.05851757526397705,0.007352408953011036,1.265686751139583e-05,0.05851757526397705,0.07207866758108139,0.00025313731748610735,0.07352408766746521
435,435,8.652514554406388e-05,0.17636021971702576,0,-0.0817156657576561,0.00762363662943244,5.338597929949174e-06,0.0817156657576561,0.09134004265069962,0.00010677194950403646,0.07623636722564697
436,436,8.644843137107059e-05,0.07048722356557846,0,-0.08564847707748413,0.00686913775280118,6.527304776682286e-06,0.08564847707748413,0.09484351426362991,0.0001305460900766775,0.06869137287139893
437,437,8.637153366162436e-05,0.06383747607469559,0,-0.10004773736000061,0.006833627354353666,5.1341394282644615e-06,0.10004773736000061,0.10953369736671448,0.00010268279584124684,0.06833627074956894
438,438,8.629445280294444e-05,0.3337295651435852,0,-0.06715105473995209,0.007021877449005842,2.210001548519358e-05,0.06715105473995209,0.08287900686264038,0.00044200033880770206,0.0702187716960907
439,439,8.621718918317225e-05,0.15193195641040802,0,-0.07117857784032822,0.0062604728154838085,9.698352187115233e-06,0.07117857784032822,0.08451168239116669,0.00019396703282836825,0.06260472536087036
440,440,8.613974319136958e-05,0.13589777052402496,0,-0.07758808135986328,0.006535904482007027,6.150446097308304e-06,0.07758808135986328,0.08821460604667664,0.0001230089255841449,0.06535904854536057
441,441,8.606211521751652e-05,0.06728744506835938,0,-0.0795479342341423,0.006754714529961348,7.121434919099556e-06,0.0795479342341423,0.09105510264635086,0.00014242870383895934,0.06754714250564575
