lambda_return,fusion_dim,step,train/loss,train/q1_loss,train/q2_loss,train/q_min,train/target,train/td_target,train/mc_target,train/target_abs,train/q_disagreement,train/grad_norm,throughput/steps_per_sec,val/loss,val/target_abs,val/mc_abs,val/q_disagreement,val/q_abs_mean,val/auc,val/stage_macro_auc,val/brier,val/ece,val/success_q,val/failure_q,val/q_gap,val/rows
1.0,1408,200,0.0660383477807045,0.032710351049900055,0.03332799673080444,0.39112475514411926,0.4088480472564697,0.34013766050338745,0.4088480472564697,0.18028469383716583,0.038412317633628845,0.19854314625263214,5.314797351904455,0.11345344474884095,0.23599588871002197,0.23599588871002197,0.028997262939810753,0.5353876948356628,0.8360301302931596,0.7861385206262244,0.1517266482114792,0.06878621304133893,0.7036280035972595,0.3381034731864929,0.3655245304107666,1721.0
1.0,1408,220,0.05433034896850586,0.028189923614263535,0.026140427216887474,0.35380101203918457,0.41060423851013184,0.3490498661994934,0.41060423851013184,0.1711130440235138,0.03813005983829498,0.2910119593143463,5.318665754509343,0.1059230316809758,0.23971720039844513,0.23971720039844513,0.022245705127716064,0.49636921286582947,0.8319733984799131,0.7718857757132069,0.15319178998470306,0.08521441451854515,0.6572359204292297,0.29475268721580505,0.3624832332134247,1721.0
1.0,1408,240,0.0619230642914772,0.031660906970500946,0.030262155458331108,0.4007059931755066,0.4075263738632202,0.36244043707847595,0.4075263738632202,0.1692875176668167,0.03868512064218521,0.26265937089920044,5.357044106125019,0.10156013744158877,0.23834487795829773,0.23834487795829773,0.030626894906163216,0.47689056396484375,0.8364379750271443,0.7686812391741344,0.15311813354492188,0.09249846283876745,0.640383780002594,0.2657201290130615,0.37466365098953247,1721.0
1.0,1408,260,0.07863880693912506,0.03888087719678879,0.03975792974233627,0.3659726679325104,0.39697006344795227,0.381037175655365,0.39697006344795227,0.2012021541595459,0.043569132685661316,0.2892068922519684,5.368070879599645,0.09920854659544097,0.2522996664047241,0.2522996664047241,0.033916305750608444,0.44359835982322693,0.8427728013029316,0.7782915467490387,0.15888334810733795,0.12016831826632934,0.5955471396446228,0.22368106245994568,0.3718660771846771,1721.0
1.0,1408,280,0.07246670126914978,0.035328496247529984,0.0371382012963295,0.3974713087081909,0.4242575466632843,0.38714832067489624,0.4242575466632843,0.17454957962036133,0.04193536192178726,0.25183361768722534,5.369055300674497,0.10582542481521766,0.22507545351982117,0.22507545351982117,0.030227603390812874,0.5249897241592407,0.8479044516829534,0.7897503537036699,0.14448469877243042,0.06897730947423993,0.7001200914382935,0.31139206886291504,0.3887280225753784,1721.0
1.0,1408,300,0.07251457870006561,0.03716115280985832,0.03535342216491699,0.4421384930610657,0.4224042296409607,0.40423232316970825,0.4224042296409607,0.16952168941497803,0.03322998434305191,0.3354150652885437,5.3570795468140835,0.11126599333214539,0.23832003772258759,0.23832003772258759,0.02865220233798027,0.4954216778278351,0.8239630836047774,0.7652035267449177,0.15950486063957214,0.08685822534239063,0.6630215644836426,0.2751810550689697,0.38784050941467285,1721.0
1.0,1408,320,0.03768407925963402,0.018892619758844376,0.018791459500789642,0.385476291179657,0.4187319278717041,0.3848639130592346,0.4187319278717041,0.1393754482269287,0.03520268201828003,0.2683085799217224,5.371359304199123,0.1082880443169011,0.2284773588180542,0.2284773588180542,0.028961284086108208,0.5377776026725769,0.846786102062975,0.78939283247591,0.14494970440864563,0.0638684057703654,0.7108249068260193,0.3359825015068054,0.37484240531921387,1721.0
1.0,1408,340,0.07593519985675812,0.03855828568339348,0.03737691044807434,0.46029677987098694,0.41579669713974,0.4253988265991211,0.41579669713974,0.1971312165260315,0.04001762717962265,0.462135910987854,5.360510755008951,0.10376564496093327,0.24128690361976624,0.24128690361976624,0.029690291732549667,0.49184319376945496,0.8380198154180238,0.7818295475766196,0.15146060287952423,0.09236672623023469,0.6521967649459839,0.3029405176639557,0.3492562472820282,1721.0
1.0,1408,360,0.041231732815504074,0.020801935344934464,0.02042979747056961,0.3912566602230072,0.40311795473098755,0.3976975083351135,0.40311795473098755,0.13776034116744995,0.037107206881046295,0.1438087522983551,5.371718857369038,0.10101568660940285,0.24326825141906738,0.24326825141906738,0.03464557230472565,0.4578399956226349,0.8365255157437568,0.7759656716539085,0.15714555978775024,0.10316738971703314,0.6182880997657776,0.24700957536697388,0.3712785243988037,1721.0
1.0,1408,380,0.07126689702272415,0.03416484221816063,0.03710205480456352,0.351633220911026,0.41696709394454956,0.36716505885124207,0.41696709394454956,0.1806993931531906,0.03918121010065079,0.3391125202178955,5.382380959912546,0.09912849162463788,0.24400903284549713,0.24400903284549713,0.03477366268634796,0.45050328969955444,0.8383564060803474,0.7803582179759437,0.15684087574481964,0.10513750866557676,0.6101822853088379,0.22802166640758514,0.38216060400009155,1721.0
1.0,1408,400,0.06408387422561646,0.03016948699951172,0.033914387226104736,0.39839988946914673,0.4189247488975525,0.44880515336990356,0.4189247488975525,0.17407354712486267,0.034153617918491364,0.1994953453540802,5.390131862338376,0.10044637620794,0.2444681078195572,0.2444681078195572,0.03182932361960411,0.4626591205596924,0.8382301845819761,0.769973367435317,0.15667465329170227,0.10251955560720775,0.621519148349762,0.2264031171798706,0.39511603116989136,1721.0
1.0,1408,420,0.04956765100359917,0.023863378912210464,0.025704272091388702,0.33182084560394287,0.41104522347450256,0.37460148334503174,0.41104522347450256,0.15901732444763184,0.033976901322603226,0.4035756587982178,5.410875498173823,0.09990326977438396,0.23542390763759613,0.23542390763759613,0.02855675481259823,0.48432236909866333,0.8422923452768729,0.7723409314637922,0.14990589022636414,0.08840299783115432,0.6500849723815918,0.2743525207042694,0.3757324516773224,1721.0
1.0,1408,440,0.07146188616752625,0.03670264035463333,0.034759242087602615,0.42534616589546204,0.42134490609169006,0.4379268288612366,0.42134490609169006,0.17633914947509766,0.0370386466383934,0.26705896854400635,5.401478154950926,0.1042443684267777,0.24072611331939697,0.24072611331939697,0.04547497630119324,0.4782182276248932,0.8347706297502715,0.7854213418260011,0.15488147735595703,0.09082055468391464,0.6408223509788513,0.2791838049888611,0.36163854598999023,1721.0
1.0,1408,460,0.04119998216629028,0.02027425542473793,0.020925726741552353,0.37695419788360596,0.43435823917388916,0.43290144205093384,0.43435823917388916,0.15139150619506836,0.04226907715201378,0.28358426690101624,5.399381765718485,0.09817873493388847,0.24745310842990875,0.24745310842990875,0.03148648142814636,0.433416485786438,0.8418824647122692,0.7789388902942622,0.16115938127040863,0.12333588914557175,0.5907812118530273,0.221227765083313,0.36955344676971436,1721.0
1.0,1408,480,0.028403062373399734,0.01484657358378172,0.01355648972094059,0.3518523573875427,0.4112977981567383,0.38928118348121643,0.4112977981567383,0.12700597941875458,0.03769783675670624,0.27898138761520386,5.399399128660642,0.10179140591235072,0.22854743897914886,0.22854743897914886,0.027943121269345284,0.48463162779808044,0.8362852877307275,0.7642279391797696,0.15237835049629211,0.07568566418736676,0.6575601696968079,0.2722454369068146,0.3853147327899933,1721.0
1.0,1408,500,0.05167173594236374,0.025101564824581146,0.026570169255137444,0.3991450071334839,0.4214458167552948,0.40289306640625,0.4214458167552948,0.15869152545928955,0.03968708962202072,0.1763778179883957,5.421362309617705,0.10324509979950057,0.24000771343708038,0.24000771343708038,0.03362521901726723,0.48280298709869385,0.8396769815418024,0.7945692557422946,0.15357717871665955,0.09854905106417318,0.6466634273529053,0.29043129086494446,0.3562321364879608,1721.0
1.0,1408,520,0.038753069937229156,0.017701754346489906,0.0210513137280941,0.3977331519126892,0.4126383066177368,0.4194263219833374,0.4126383066177368,0.13254882395267487,0.04753366485238075,0.2012840360403061,5.43238564312146,0.10100768116751203,0.23497740924358368,0.23497740924358368,0.034792449325323105,0.48062387108802795,0.8415933767643865,0.7802755687321864,0.15281622111797333,0.08798824556124273,0.6474993228912354,0.27935871481895447,0.3681406080722809,1721.0
1.0,1408,540,0.03297129273414612,0.016360949724912643,0.016610344871878624,0.3817286491394043,0.41186392307281494,0.39902710914611816,0.41186392307281494,0.13154761493206024,0.032325297594070435,0.16556812822818756,5.433777349411957,0.09715083106938335,0.23461809754371643,0.23461809754371643,0.032429493963718414,0.4533610939979553,0.8457464712269273,0.7768023507083563,0.15658730268478394,0.10299600079820158,0.6218868494033813,0.23427391052246094,0.3876129388809204,1721.0
1.0,1408,560,0.04664397984743118,0.023011650890111923,0.02363232895731926,0.4094693660736084,0.42092829942703247,0.4370098412036896,0.42092829942703247,0.13682541251182556,0.03354978933930397,0.18271711468696594,5.4354190309876556,0.09311043891917777,0.2321106344461441,0.2321106344461441,0.03264393284916878,0.45458510518074036,0.8580483170466884,0.7960948978134937,0.1501489281654358,0.0989908185796428,0.6249329447746277,0.2137288898229599,0.4112040400505066,1721.0
1.0,1408,580,0.05774030089378357,0.028606513515114784,0.029133785516023636,0.39133185148239136,0.41129934787750244,0.40852072834968567,0.41129934787750244,0.15069246292114258,0.031745102256536484,0.2222571223974228,5.430020804113437,0.09894400103776543,0.2356608510017395,0.2356608510017395,0.03998241573572159,0.4453503489494324,0.8463599348534202,0.7828166824597252,0.15966500341892242,0.10589728322159335,0.6139358282089233,0.22166608273983002,0.39226973056793213,1721.0
1.0,1408,600,0.0371071994304657,0.01848577708005905,0.018621422350406647,0.37201637029647827,0.4248417913913727,0.41591405868530273,0.4248417913913727,0.12138058245182037,0.03844478726387024,0.24590523540973663,5.436502467505745,0.09755068689722705,0.22267912328243256,0.22267912328243256,0.038101304322481155,0.4780391752719879,0.8522543431053203,0.779627681489188,0.14904876053333282,0.0751012485709208,0.6580269932746887,0.2184755951166153,0.4395514130592346,1721.0
1.0,1408,620,0.027055377140641212,0.013191873207688332,0.01386350393295288,0.40847647190093994,0.42363202571868896,0.43124285340309143,0.42363202571868896,0.10907941311597824,0.02864297851920128,0.13539469242095947,5.434982958521196,0.10009977114559324,0.22785627841949463,0.22785627841949463,0.03610827028751373,0.4750351905822754,0.844520901194354,0.777522178466676,0.15315847098827362,0.08710947732794501,0.6501703858375549,0.2596040666103363,0.39056631922721863,1721.0
1.0,1408,640,0.06477213650941849,0.031296052038669586,0.0334760844707489,0.39657649397850037,0.4118008315563202,0.40169674158096313,0.4118008315563202,0.14495056867599487,0.037609297782182693,0.21640323102474213,5.439186715394375,0.10150560288241615,0.22741253674030304,0.22741253674030304,0.042515069246292114,0.47667911648750305,0.8495982627578719,0.7915257133345294,0.15331487357616425,0.08180620472278623,0.6530582904815674,0.2531251907348633,0.3999330997467041,1721.0
1.0,1408,660,0.04311290383338928,0.02058541588485241,0.022527486085891724,0.4337657392024994,0.4050476551055908,0.3857485055923462,0.4050476551055908,0.12095768004655838,0.04061339795589447,0.3420071303844452,5.440522088717457,0.10723324013115079,0.2221766859292984,0.2221766859292984,0.03593255952000618,0.5223838090896606,0.8442005971769816,0.7921732820446673,0.14537575840950012,0.06411837940015015,0.7051293253898621,0.29525721073150635,0.4098721146583557,1721.0
1.0,1408,680,0.057834334671497345,0.028650855645537376,0.02918347716331482,0.39795351028442383,0.4065440893173218,0.4072469174861908,0.4065440893173218,0.16699546575546265,0.036985863000154495,0.16863791644573212,5.441989608983534,0.10951384181087767,0.23565411567687988,0.23565411567687988,0.04227364435791969,0.4852994680404663,0.8323547774158523,0.7829887006355328,0.16096557676792145,0.0797214634881021,0.656154453754425,0.283359169960022,0.3727952837944031,1721.0
1.0,1408,700,0.017037779092788696,0.008573871105909348,0.008463907986879349,0.40762799978256226,0.42157623171806335,0.4141678214073181,0.42157623171806335,0.09112223982810974,0.03232942521572113,0.12379299849271774,5.438023363043887,0.10326774925407436,0.22213400900363922,0.22213400900363922,0.03791175037622452,0.492301344871521,0.8493559989142236,0.7915615424865593,0.15048010647296906,0.06660470456173907,0.6747329831123352,0.2513017952442169,0.4234311878681183,1721.0
1.0,1408,720,0.050560303032398224,0.023482229560613632,0.02707807347178459,0.4375045895576477,0.4140981435775757,0.43612122535705566,0.4140981435775757,0.1430874615907669,0.0397944338619709,0.31733790040016174,5.442057638410976,0.10314653530992844,0.21924729645252228,0.21924729645252228,0.03527070954442024,0.480972021818161,0.8432152551574376,0.7756124563260709,0.15405257046222687,0.07379754277526303,0.6637038588523865,0.24542483687400818,0.4182790219783783,1721.0
1.0,1408,740,0.07818227261304855,0.037543557584285736,0.04063871502876282,0.4921072721481323,0.4292907118797302,0.4474658966064453,0.4292907118797302,0.1557668149471283,0.040149591863155365,0.5130869150161743,5.4434920658355175,0.10180490369115162,0.21591943502426147,0.21591943502426147,0.03886719048023224,0.49155181646347046,0.8507994028230185,0.7952052246779763,0.1474969983100891,0.07400829550733855,0.6796062588691711,0.2631053030490875,0.4165009558200836,1721.0
1.0,1408,760,0.03934101015329361,0.019396169111132622,0.01994483917951584,0.45174336433410645,0.42257827520370483,0.46006011962890625,0.42257827520370483,0.11777808517217636,0.037534892559051514,0.313418984413147,5.449905496910324,0.10066367297743757,0.22493135929107666,0.22493135929107666,0.04492449015378952,0.4651394486427307,0.8506596091205212,0.792435939907467,0.15633001923561096,0.08336555471515011,0.6436208486557007,0.25715571641921997,0.3864651322364807,1721.0
1.0,1408,780,0.03681007772684097,0.018750684335827827,0.018059395253658295,0.3805235028266907,0.42041295766830444,0.36660364270210266,0.42041295766830444,0.1155717596411705,0.03637004643678665,0.1675184667110443,5.450870093373252,0.10306285383800666,0.22697821259498596,0.22697821259498596,0.04247201979160309,0.47938698530197144,0.846735884907709,0.7971748618734581,0.15391044318675995,0.07644560608854825,0.6559886336326599,0.27277275919914246,0.38321587443351746,1721.0
1.0,1408,800,0.05224788188934326,0.025794249027967453,0.02645363286137581,0.4620824158191681,0.4089300036430359,0.45316487550735474,0.4089300036430359,0.1451754868030548,0.03454379737377167,0.4388245940208435,5.450989339724936,0.1007723940398406,0.22169561684131622,0.22169561684131622,0.03698018193244934,0.4811486005783081,0.8488802931596091,0.7898684675142889,0.15075860917568207,0.07505120663134676,0.6614038348197937,0.2595500946044922,0.4018537402153015,1721.0
1.0,1408,820,0.03691020607948303,0.017782604321837425,0.019127603620290756,0.3991515040397644,0.408022940158844,0.3749256730079651,0.408022940158844,0.11565619707107544,0.03478757664561272,0.15103594958782196,5.449152566901375,0.10609125166579529,0.21919971704483032,0.21919971704483032,0.03533467650413513,0.5251756310462952,0.8561400651465798,0.8000527216166875,0.145687073469162,0.07659827576239119,0.7155154943466187,0.3059816360473633,0.40953385829925537,1721.0
1.0,1408,840,0.03130699321627617,0.015032259747385979,0.01627473346889019,0.39887452125549316,0.4157564043998718,0.3877251148223877,0.4157564043998718,0.11049239337444305,0.033524081110954285,0.13040906190872192,5.456203272025436,0.10260821340812577,0.2165464460849762,0.2165464460849762,0.03803486004471779,0.4965439736843109,0.8506161780673182,0.7839401160521448,0.14989429712295532,0.07161979742587925,0.6831453442573547,0.27106574177742004,0.4120796024799347,1721.0
1.0,1408,860,0.027835838496685028,0.014419790357351303,0.01341604720801115,0.3981357216835022,0.41515544056892395,0.41525521874427795,0.41515544056892395,0.1116538867354393,0.04673845320940018,0.14315930008888245,5.455036877866376,0.09773627896275786,0.22114069759845734,0.22114069759845734,0.03735172376036644,0.4598822295665741,0.8553515200868621,0.7851631987509418,0.15406513214111328,0.09087944144403635,0.6427594423294067,0.22683605551719666,0.4159233868122101,1721.0
1.0,1408,880,0.051999859511852264,0.024904847145080566,0.027095014229416847,0.4454231262207031,0.4166916608810425,0.4552840292453766,0.4166916608810425,0.130531445145607,0.03731441870331764,0.3129188120365143,5.453382815033312,0.09977680386078579,0.22323128581047058,0.22323128581047058,0.046347539871931076,0.44538748264312744,0.8534269815418024,0.7917094107201493,0.1602754443883896,0.09543340406307539,0.6266668438911438,0.2126387357711792,0.4140281081199646,1721.0
1.0,1408,900,0.07399474829435349,0.03815632313489914,0.035838425159454346,0.42347824573516846,0.40690889954566956,0.41955652832984924,0.40690889954566956,0.15859323740005493,0.03619972616434097,0.320494681596756,5.452184828899453,0.09934236485235116,0.23467063903808594,0.23467063903808594,0.031974948942661285,0.4276253879070282,0.8525719326818675,0.7948543793326134,0.16484703123569489,0.12024414572130968,0.597785234451294,0.22806380689144135,0.3697214126586914,1721.0
1.0,1408,920,0.028562776744365692,0.015767764300107956,0.012795012444257736,0.46424126625061035,0.4255290925502777,0.4174019694328308,0.4255290925502777,0.09857647120952606,0.04292461648583412,0.35734087228775024,5.452091645278625,0.10289907024276478,0.22629018127918243,0.22629018127918243,0.04069162532687187,0.4626544415950775,0.8479519543973941,0.7895147481183503,0.15716727077960968,0.09039873593984164,0.6400262713432312,0.2554143965244293,0.3846118748188019,1721.0
1.0,1408,940,0.05674641579389572,0.028044868260622025,0.028701549395918846,0.41854190826416016,0.4045671224594116,0.3843485116958618,0.4045671224594116,0.15851891040802002,0.043249212205410004,0.2542978525161743,5.455759511047507,0.10495178591184041,0.23926348984241486,0.23926348984241486,0.04678928852081299,0.4185000956058502,0.8433265472312703,0.784712953163097,0.17225059866905212,0.1228511528972967,0.5847874283790588,0.20689411461353302,0.377893328666687,1721.0
1.0,1408,960,0.051797304302453995,0.025556806474924088,0.026240497827529907,0.4127964973449707,0.42022407054901123,0.4087749123573303,0.42022407054901123,0.13824903964996338,0.040164459496736526,0.23677146434783936,5.460414746052852,0.10789187245622829,0.22649863362312317,0.22649863362312317,0.042695555835962296,0.4629402756690979,0.8382043973941368,0.7847322205570393,0.16296659409999847,0.09449464345284843,0.6413305401802063,0.24857595562934875,0.39275458455085754,1721.0
1.0,1408,980,0.0343225933611393,0.016194110736250877,0.01812848262488842,0.4105663299560547,0.4268658757209778,0.4090208113193512,0.4268658757209778,0.11168017983436584,0.04610832780599594,0.1960010528564453,5.461809205010079,0.10261243395507336,0.2280546873807907,0.2280546873807907,0.040728919208049774,0.4345543384552002,0.8529465255157438,0.7944728721187462,0.1668974906206131,0.11054037909636588,0.612125039100647,0.19532138109207153,0.41680365800857544,1721.0
1.0,1408,1000,0.03179854899644852,0.015838850289583206,0.01595970056951046,0.3578544855117798,0.41596466302871704,0.3988141417503357,0.41596466302871704,0.11799091100692749,0.038161374628543854,0.2656188905239105,5.464967222633212,0.1023463675821269,0.22829166054725647,0.22829166054725647,0.039081040769815445,0.43531879782676697,0.8509093376764386,0.7974316723124119,0.1648429036140442,0.11060806455708638,0.6118488311767578,0.20851142704486847,0.40333741903305054,1721.0
