step,train/lr,train/grad_norm,loss_score,loss_kl,loss_disagree,score_min,score_mean,score_disagree,kl_to_base
24,2.4000000000000003e-06,0.9421594142913818,0.001876452355645597,0.0046265823766589165,1.7402706362190656e-05,-0.001876452355645597,0.01534033752977848,0.00034805413451977074,0.046265825629234314
25,2.5e-06,0.6519515514373779,0.007385234348475933,0.005888093262910843,1.8189000911661424e-05,-0.007385234348475933,0.008175318129360676,0.0003637799818534404,0.05888092517852783
26,2.6e-06,0.9360199570655823,0.002494546351954341,0.006435061804950237,1.292493561777519e-05,-0.002494546351954341,0.013106569647789001,0.000258498708717525,0.06435061246156693
27,2.7000000000000004e-06,4.4423298835754395,0.012361586093902588,0.007990995422005653,1.3302735169418156e-05,-0.012361586093902588,0.0014020237140357494,0.00026605467428453267,0.07990995049476624
28,2.8000000000000003e-06,1.2829391956329346,0.005672706291079521,0.008173875510692596,1.6655263607390225e-05,-0.005672706291079521,0.01160835474729538,0.0003331052721478045,0.08173875510692596
29,2.9e-06,0.8248591423034668,-0.005702211521565914,0.006102585233747959,1.573620829731226e-05,0.005702211521565914,0.02359897643327713,0.0003147241659462452,0.06102585047483444
30,3e-06,1.0789227485656738,1.6775098629295826e-05,0.0074828630313277245,1.0348525393055752e-05,-1.6775098629295826e-05,0.014768736436963081,0.00020697050786111504,0.0748286247253418
31,3.1000000000000004e-06,1.673284649848938,0.00327338557690382,0.009759262204170227,1.4750096852367278e-05,-0.00327338557690382,0.012911086902022362,0.00029500192613340914,0.09759262204170227
32,3.2000000000000003e-06,2.7901110649108887,0.002135725226253271,0.008131430484354496,1.500835242040921e-05,-0.002135725226253271,0.015278488397598267,0.0003001670411322266,0.08131431043148041
33,3.3000000000000006e-06,0.986801028251648,-0.016736876219511032,0.01016478892415762,1.037904257827904e-05,0.016736876219511032,0.032476261258125305,0.00020758085884153843,0.10164788365364075
34,3.4000000000000005e-06,0.8921118974685669,-0.007930196821689606,0.011710947379469872,1.819284079829231e-05,0.007930196821689606,0.027139585465192795,0.00036385684506967664,0.11710946261882782
35,3.5e-06,1.040671944618225,-0.007399607449769974,0.010293610394001007,1.2783902093360666e-05,0.007399607449769974,0.02160550281405449,0.00025567805278114974,0.10293609648942947
36,3.6000000000000003e-06,1.0341078042984009,-0.0012153619900345802,0.011476617306470871,1.56930873345118e-05,0.0012153619900345802,0.017072876915335655,0.00031386170303449035,0.11476616561412811
37,3.7e-06,0.6173222064971924,-0.029225816950201988,0.010338280349969864,8.077068741840776e-06,0.029225816950201988,0.04041728749871254,0.0001615413639228791,0.10338278859853745
38,3.8000000000000005e-06,0.7397418022155762,-0.029384959489107132,0.009832469746470451,1.0530686267884448e-05,0.029384959489107132,0.04309464246034622,0.0002106137399096042,0.09832469373941422
39,3.900000000000001e-06,0.5157960653305054,-0.03031875751912594,0.009571852162480354,6.8545396061381325e-06,0.03031875751912594,0.041418418288230896,0.00013709078484680504,0.09571853280067444
40,4.000000000000001e-06,0.9599748253822327,-0.015693433582782745,0.014002210460603237,9.602817044651601e-06,0.015693433582782745,0.028139399364590645,0.000192056322703138,0.14002209901809692
41,4.1e-06,1.2409813404083252,-0.022645562887191772,0.011806035414338112,1.0279056368744932e-05,0.022645562887191772,0.03668046370148659,0.0002055811055470258,0.11806034296751022
42,4.2000000000000004e-06,0.6425383687019348,-0.027976173907518387,0.009514639154076576,8.933249773690477e-06,0.027976173907518387,0.040756866335868835,0.0001786649809218943,0.09514638781547546
43,4.3e-06,0.8253961205482483,-0.03455623239278793,0.013468226417899132,7.587470008729724e-06,0.03455623239278793,0.04708334431052208,0.0001517494092695415,0.13468226790428162
44,4.4e-06,1.0945143699645996,-0.025127144530415535,0.01062858197838068,6.992772796365898e-06,0.025127144530415535,0.036487214267253876,0.00013985545956529677,0.10628581792116165
45,4.5e-06,3.2280752658843994,-0.021034706383943558,0.015594647265970707,2.3720696844975464e-05,0.021034706383943558,0.04257853329181671,0.00047441391507163644,0.15594646334648132
46,4.600000000000001e-06,0.8117284178733826,-0.038662418723106384,0.012116974219679832,1.445886300643906e-05,0.038662418723106384,0.05751769244670868,0.00028917728923261166,0.12116973847150803
47,4.7e-06,0.6535353660583496,-0.035357072949409485,0.01270143873989582,3.332868800498545e-05,0.035357072949409485,0.05865134671330452,0.0006665737018920481,0.1270143836736679
48,4.800000000000001e-06,1.4056094884872437,-0.024338925257325172,0.014026142656803131,2.873355697374791e-05,0.024338925257325172,0.04644867032766342,0.0005746711394749582,0.14026141166687012
49,4.9000000000000005e-06,0.885739803314209,-0.053418658673763275,0.01417749933898449,2.2482374333776534e-05,0.053418658673763275,0.07208871841430664,0.00044964748667553067,0.141774982213974
50,5e-06,0.8022854924201965,-0.052175287157297134,0.014408670365810394,1.5029232599772513e-05,0.052175287157297134,0.06811169534921646,0.00030058465199545026,0.14408670365810394
51,5.1e-06,1.1495139598846436,-0.03610488772392273,0.015341069549322128,2.6586978492559865e-05,0.03610488772392273,0.053465694189071655,0.0005317395552992821,0.15341070294380188
52,5.2e-06,1.1135601997375488,-0.05294274166226387,0.016824517399072647,1.4986398127803113e-05,0.05294274166226387,0.06913534551858902,0.00029972795164212584,0.16824516654014587
53,5.300000000000001e-06,0.642623782157898,-0.05705077946186066,0.01447619404643774,2.002045584958978e-05,0.05705077946186066,0.06981045007705688,0.00040040910243988037,0.14476194977760315
54,5.400000000000001e-06,0.8524304032325745,-0.04951293021440506,0.016174092888832092,2.359615609748289e-05,0.04951293021440506,0.06565752625465393,0.0004719231219496578,0.16174091398715973
55,5.500000000000001e-06,1.622367024421692,-0.034400492906570435,0.015962736681103706,1.0301560905645601e-05,0.034400492906570435,0.04746623337268829,0.00020603121083695441,0.15962736308574677
56,5.600000000000001e-06,1.9983700513839722,-0.06660832464694977,0.019952353090047836,8.655440979055129e-06,0.06660832464694977,0.07962233573198318,0.0001731088268570602,0.19952352344989777
57,5.7e-06,0.3576985001564026,-0.05249670147895813,0.015083687379956245,7.969638318172656e-06,0.05249670147895813,0.06371895968914032,0.00015939277363941073,0.15083687007427216
58,5.8e-06,1.0278359651565552,-0.06017110496759415,0.017957665026187897,1.2054767466906924e-05,0.06017110496759415,0.07298070192337036,0.00024109534570015967,0.17957666516304016
59,5.9e-06,0.8493647575378418,-0.05304596200585365,0.014838362112641335,1.2781994882971048e-05,0.05304596200585365,0.06599754840135574,0.00025563989765942097,0.14838361740112305
60,6e-06,1.4156975746154785,-0.06398072838783264,0.014553112909197807,8.369489478354808e-06,0.06398072838783264,0.07521907985210419,0.00016738977865315974,0.14553114771842957
61,6.1e-06,1.5996360778808594,-0.06762304902076721,0.01712440699338913,1.5368614185717888e-05,0.06762304902076721,0.08261667191982269,0.00030737227643840015,0.1712440848350525
62,6.200000000000001e-06,0.6964042782783508,-0.05933645740151405,0.018184445798397064,1.928964411490597e-05,0.05933645740151405,0.0746670812368393,0.0003857928386423737,0.18184447288513184
63,6.300000000000001e-06,1.2323555946350098,-0.05484931170940399,0.01935066655278206,4.684373925556429e-05,0.05484931170940399,0.07822715491056442,0.0009368747123517096,0.19350665807724
64,6.4000000000000006e-06,0.8458297848701477,-0.054223768413066864,0.01805836521089077,2.5106914108619094e-05,0.054223768413066864,0.07152552157640457,0.0005021382821723819,0.1805836409330368
65,6.5000000000000004e-06,0.5533664226531982,-0.05236981064081192,0.016732418909668922,2.344562926737126e-05,0.05236981064081192,0.0686250850558281,0.0004689125344157219,0.16732418537139893
66,6.600000000000001e-06,1.1893329620361328,-0.06498077511787415,0.017651578411459923,1.8913846361101605e-05,0.06498077511787415,0.08131851255893707,0.0003782769199460745,0.17651578783988953
67,6.700000000000001e-06,0.8959418535232544,-0.06885404139757156,0.016674570739269257,1.1676227586576715e-05,0.06885404139757156,0.082186758518219,0.00023352453717961907,0.16674572229385376
68,6.800000000000001e-06,1.3425207138061523,-0.05512141436338425,0.01921885274350643,2.9839517083019018e-05,0.05512141436338425,0.07423534244298935,0.0005967903416603804,0.19218853116035461
69,6.9e-06,1.2164008617401123,-0.08280116319656372,0.017752280458807945,7.69948928791564e-06,0.08280116319656372,0.09545081853866577,0.0001539897930342704,0.17752280831336975
70,7e-06,0.3961745798587799,-0.08505860716104507,0.017523713409900665,1.9119392163702287e-05,0.08505860716104507,0.10096600651741028,0.0003823878359980881,0.17523713409900665
71,7.100000000000001e-06,0.7061965465545654,-0.04953749477863312,0.017526689916849136,5.016486102249473e-05,0.04953749477863312,0.07234872132539749,0.0010032972786575556,0.17526689171791077
72,7.2000000000000005e-06,1.450165033340454,-0.06024779751896858,0.02120092511177063,2.6573559807729907e-05,0.06024779751896858,0.0808592438697815,0.000531471217982471,0.2120092511177063
73,7.3e-06,0.7740054726600647,-0.04834676533937454,0.020520314574241638,2.452776243444532e-05,0.04834676533937454,0.06956396251916885,0.0004905551904812455,0.2052031308412552
74,7.4e-06,0.4572758078575134,-0.06701500713825226,0.021556152030825615,2.501705239410512e-05,0.06701500713825226,0.0829843133687973,0.0005003410624340177,0.21556150913238525
75,7.500000000000001e-06,0.7572275996208191,-0.06792391836643219,0.02205720543861389,3.202786319889128e-05,0.06792391836643219,0.09022238850593567,0.0006405572639778256,0.22057205438613892
76,7.600000000000001e-06,0.5476108193397522,-0.0807938277721405,0.021350927650928497,1.7571397620486096e-05,0.0807938277721405,0.09833995252847672,0.0003514279378578067,0.21350926160812378
77,7.7e-06,0.4997193217277527,-0.08197039365768433,0.020031291991472244,1.3213146303314716e-05,0.08197039365768433,0.09754116088151932,0.0002642629260662943,0.20031291246414185
78,7.800000000000002e-06,0.6553634405136108,-0.07046100497245789,0.018691904842853546,2.044518078037072e-05,0.07046100497245789,0.0884256362915039,0.00040890363743528724,0.18691906332969666
79,7.9e-06,0.6855403184890747,-0.06684267520904541,0.018117282539606094,1.837899071688298e-05,0.06684267520904541,0.08085671067237854,0.00036757977795787156,0.18117281794548035
80,8.000000000000001e-06,0.33948907256126404,-0.09473738074302673,0.017030879855155945,9.341128134110477e-06,0.09473738074302673,0.10871832072734833,0.00018682255176827312,0.17030879855155945
81,8.1e-06,0.465695321559906,-0.06330111622810364,0.017352275550365448,2.839638000295963e-05,0.06330111622810364,0.08500936627388,0.0005679276073351502,0.17352275550365448
82,8.2e-06,1.2588226795196533,-0.07036565244197845,0.018751516938209534,3.079434100072831e-05,0.07036565244197845,0.09032778441905975,0.0006158868782222271,0.18751513957977295
83,8.3e-06,0.9417410492897034,-0.06354056298732758,0.018717508763074875,2.0477862562984228e-05,0.06354056298732758,0.08098527789115906,0.00040955725125968456,0.18717508018016815
84,8.400000000000001e-06,0.7594702243804932,-0.053284451365470886,0.01583939790725708,3.222529267077334e-05,0.053284451365470886,0.06898394972085953,0.0006445057224482298,0.1583939790725708
85,8.5e-06,0.9741712212562561,-0.07590767741203308,0.015263015404343605,2.163803765142802e-05,0.07590767741203308,0.09321686625480652,0.00043276077485643327,0.15263015031814575
86,8.6e-06,0.5105664134025574,-0.0712628960609436,0.016167007386684418,1.0775297596410383e-05,0.0712628960609436,0.08480207622051239,0.00021550594829022884,0.16167005896568298
87,8.700000000000001e-06,0.4863258898258209,-0.07545000314712524,0.01630386710166931,8.003510629350785e-06,0.07545000314712524,0.0871841162443161,0.0001600702089490369,0.16303867101669312
88,8.8e-06,0.6747541427612305,-0.06977154314517975,0.015236668288707733,1.2235469512233976e-05,0.06977154314517975,0.0847209170460701,0.0002447093720547855,0.15236668288707733
89,8.900000000000001e-06,0.43981820344924927,-0.08375070244073868,0.015517337247729301,8.589427125116345e-06,0.08375070244073868,0.09682720899581909,0.00017178856069222093,0.15517336130142212
90,9e-06,0.6401094794273376,-0.0744141936302185,0.01647784188389778,3.6014167562825605e-05,0.0744141936302185,0.09692758321762085,0.0007202834240160882,0.16477841138839722
91,9.100000000000001e-06,0.2735886871814728,-0.08893176913261414,0.015413358807563782,7.749683391011786e-06,0.08893176913261414,0.1007508933544159,0.00015499367145821452,0.15413358807563782
92,9.200000000000002e-06,0.3443593680858612,-0.07199345529079437,0.015742920339107513,1.6273223081952892e-05,0.07199345529079437,0.08610624074935913,0.000325464439811185,0.15742918848991394
93,9.3e-06,0.7651346325874329,-0.08048740029335022,0.016924595460295677,1.1736288797692396e-05,0.08048740029335022,0.09499989449977875,0.00023472575412597507,0.16924594342708588
94,9.4e-06,0.3458872437477112,-0.09198354184627533,0.015983877703547478,8.53844903758727e-06,0.09198354184627533,0.10505805909633636,0.00017076896619983017,0.15983876585960388
95,9.5e-06,0.15907403826713562,-0.08980229496955872,0.016456779092550278,1.009912375593558e-05,0.08980229496955872,0.10253161936998367,0.0002019824751187116,0.16456779837608337
96,9.600000000000001e-06,0.23800726234912872,-0.07892169058322906,0.018292149528861046,7.827240551705472e-06,0.07892169058322906,0.09089913964271545,0.00015654481831006706,0.18292149901390076
97,9.7e-06,0.2977392077445984,-0.09156055003404617,0.016550756990909576,1.0356920029153116e-05,0.09156055003404617,0.10518360137939453,0.00020713837875518948,0.16550756990909576
98,9.800000000000001e-06,0.32359328866004944,-0.0689229741692543,0.016440285369753838,6.071844109101221e-05,0.0689229741692543,0.09200967848300934,0.0012143687345087528,0.16440284252166748
99,9.9e-06,0.34740230441093445,-0.07837389409542084,0.018614904955029488,5.978031367703807e-06,0.07837389409542084,0.08992459625005722,0.00011956061644013971,0.18614904582500458
100,1e-05,0.335203617811203,-0.10928716510534286,0.016408873721957207,1.947260352608282e-05,0.10928716510534286,0.12388917803764343,0.0003894520632456988,0.16408872604370117
101,9.999987411224159e-06,0.5498092174530029,-0.08476238697767258,0.017444409430027008,1.4413777535082772e-05,0.08476238697767258,0.09875380247831345,0.0002882755361497402,0.1744440793991089
102,9.999949644960027e-06,0.972350001335144,-0.09048548340797424,0.018045200034976006,1.340846483799396e-05,0.09048548340797424,0.10570016503334045,0.000268169300397858,0.18045198917388916
103,9.999886701397774e-06,0.47134196758270264,-0.08809766918420792,0.01701796054840088,6.99737529430422e-06,0.08809766918420792,0.10042718052864075,0.0001399475004291162,0.1701796054840088
104,9.999798580854356e-06,0.6084657907485962,-0.09681268781423569,0.017138630151748657,5.166763003217056e-06,0.09681268781423569,0.10669758915901184,0.0001033352455124259,0.17138630151748657
105,9.999685283773504e-06,0.653587818145752,-0.09600319713354111,0.016526680439710617,9.17130910238484e-06,0.09600319713354111,0.10846631973981857,0.00018342616385780275,0.16526681184768677
106,9.999546810725726e-06,0.6102363467216492,-0.07707871496677399,0.015954725444316864,1.022677133732941e-05,0.07707871496677399,0.09070925414562225,0.00020453543402254581,0.15954723954200745
107,9.999383162408303e-06,0.5116069316864014,-0.08100118488073349,0.015617690980434418,1.563668411108665e-05,0.08100118488073349,0.09383932501077652,0.00031273363856598735,0.15617690980434418
108,9.999194339645292e-06,0.1927260309457779,-0.09367915987968445,0.0164440106600523,2.276037776027806e-05,0.09367915987968445,0.10943925380706787,0.000455207540653646,0.1644400954246521
109,9.998980343387508e-06,1.064961314201355,-0.07269792258739471,0.016226796433329582,5.2823248552158475e-05,0.07269792258739471,0.09536510705947876,0.0010564648546278477,0.16226795315742493
110,9.998741174712534e-06,0.2860794961452484,-0.10969306528568268,0.015318343415856361,4.1356652218382806e-06,0.10969306528568268,0.11909641325473785,8.2713297160808e-05,0.15318343043327332
111,9.998476834824704e-06,0.5609027147293091,-0.09083996713161469,0.014823555015027523,1.656649874348659e-05,0.09083996713161469,0.10547415912151337,0.00033132999669760466,0.14823555946350098
112,9.998187325055107e-06,0.3433167040348053,-0.09412257373332977,0.015376653522253036,4.9916507123271e-06,0.09412257373332977,0.10451440513134003,9.9833014246542e-05,0.15376652777194977
113,9.99787264686157e-06,0.42906785011291504,-0.09392155706882477,0.015919625759124756,6.5606536736595444e-06,0.09392155706882477,0.10535135865211487,0.0001312130771111697,0.15919625759124756
114,9.997532801828659e-06,0.1114407628774643,-0.10349679738283157,0.015205072239041328,5.980965397611726e-06,0.10349679738283157,0.11472690105438232,0.00011961928976234049,0.15205073356628418
115,9.997167791667668e-06,0.3452311158180237,-0.07751074433326721,0.014993187971413136,8.288388926303014e-06,0.07751074433326721,0.091403067111969,0.00016576777852606028,0.1499318778514862
116,9.996777618216608e-06,0.38112133741378784,-0.09135030210018158,0.016091741621494293,5.19465083925752e-06,0.09135030210018158,0.10179813951253891,0.00010389301314717159,0.16091743111610413
117,9.996362283440202e-06,0.743320107460022,-0.08537974953651428,0.01566273160278797,2.4510143703082576e-05,0.08537974953651428,0.10140782594680786,0.0004902028013020754,0.15662729740142822
118,9.995921789429875e-06,1.0884225368499756,-0.0849934071302414,0.015137512236833572,9.225748726748861e-06,0.0849934071302414,0.09822046011686325,0.00018451498181093484,0.15137512981891632
119,9.995456138403734e-06,0.36930015683174133,-0.09893245995044708,0.015198590233922005,5.441110261017457e-06,0.09893245995044708,0.10994598269462585,0.00010882220522034913,0.15198588371276855
120,9.994965332706574e-06,0.4043881595134735,-0.08051896840333939,0.015042537823319435,1.6605154087301344e-05,0.08051896840333939,0.0956716388463974,0.0003321030817460269,0.15042537450790405
121,9.994449374809851e-06,0.21918651461601257,-0.10784474015235901,0.015220588073134422,4.338578492024681e-06,0.10784474015235901,0.11800128221511841,8.677155710756779e-05,0.15220588445663452
122,9.993908267311677e-06,0.23331715166568756,-0.11498613655567169,0.016353586688637733,6.1055734477122314e-06,0.11498613655567169,0.1248587816953659,0.00012211147986818105,0.16353586316108704
123,9.9933420129368e-06,0.30971193313598633,-0.1033562496304512,0.014953218400478363,4.053197699249722e-06,0.1033562496304512,0.11268846690654755,8.106394670903683e-05,0.14953216910362244
124,9.992750614536606e-06,0.09377248585224152,-0.10538876056671143,0.015260769054293633,4.5072188186168205e-06,0.10538876056671143,0.11514667421579361,9.01443709153682e-05,0.15260767936706543
125,9.992134075089085e-06,1.196000576019287,-0.10543432831764221,0.015584049746394157,1.3328856766747776e-05,0.10543432831764221,0.12099897861480713,0.0002665771171450615,0.15584048628807068
126,9.991492397698825e-06,0.19668446481227875,-0.10072851181030273,0.014475163072347641,4.64841923530912e-06,0.10072851181030273,0.11102409660816193,9.296838834416121e-05,0.144751638174057
127,9.990825585597003e-06,1.1520453691482544,-0.09714224934577942,0.015218392945826054,1.7408194253221154e-05,0.09714224934577942,0.11418361961841583,0.0003481638850644231,0.1521839201450348
128,9.990133642141359e-06,0.3580707907676697,-0.11015303432941437,0.012351153418421745,1.2876561413577292e-05,0.11015303432941437,0.12175408005714417,0.00025753123918548226,0.12351153045892715
129,9.989416570816177e-06,0.15314558148384094,-0.097621388733387,0.015414096415042877,6.285276867856737e-06,0.097621388733387,0.10849282145500183,0.00012570552644319832,0.15414096415042877
130,9.98867437523228e-06,1.500219702720642,-0.09092015773057938,0.014720475301146507,1.1239088962611277e-05,0.09092015773057938,0.10505110770463943,0.00022478177561424673,0.14720475673675537
131,9.987907059127003e-06,0.26932039856910706,-0.09082670509815216,0.013571737334132195,9.302621037932113e-06,0.09082670509815216,0.10356583446264267,0.00018605242075864226,0.13571736216545105
132,9.987114626364172e-06,0.4054430425167084,-0.08764170110225677,0.01355297863483429,9.01389375940198e-06,0.08764170110225677,0.10014930367469788,0.0001802778715500608,0.1355297863483429
133,9.98629708093409e-06,0.5511323809623718,-0.08919169008731842,0.012948019430041313,1.4632354577770457e-05,0.08919169008731842,0.10470446944236755,0.00029264710610732436,0.12948018312454224
134,9.985454426953513e-06,0.3827483654022217,-0.10955993831157684,0.012910575605928898,6.187980943650473e-06,0.10955993831157684,0.12184680998325348,0.00012375962978694588,0.12910574674606323
135,9.984586668665641e-06,0.30148640275001526,-0.10194841772317886,0.01476922444999218,7.901004209998064e-06,0.10194841772317886,0.11422465741634369,0.0001580200914759189,0.1476922333240509
136,9.983693810440073e-06,0.6248527765274048,-0.1014707088470459,0.013051707297563553,7.1688491516397335e-06,0.1014707088470459,0.11300011724233627,0.00014337697939481586,0.13051706552505493
137,9.98277585677281e-06,0.395544171333313,-0.09645825624465942,0.01478918083012104,8.756494025874417e-06,0.09645825624465942,0.10922002792358398,0.00017512986960355192,0.1478918194770813
138,9.981832812286217e-06,0.1157008558511734,-0.1043003499507904,0.014437152072787285,7.610587090312038e-06,0.1043003499507904,0.11600600928068161,0.00015221175272017717,0.14437150955200195
139,9.980864681729e-06,0.18370264768600464,-0.11130964756011963,0.014096096158027649,6.0743514040950686e-06,0.11130964756011963,0.12201402336359024,0.00012148700625402853,0.1409609615802765
140,9.979871469976197e-06,0.6629131436347961,-0.10788548737764359,0.013996056281030178,1.5359148164861836e-05,0.10788548737764359,0.1213434487581253,0.0003071829560212791,0.13996055722236633
141,9.978853182029129e-06,0.28852203488349915,-0.109163798391819,0.014348307624459267,5.559921191888861e-06,0.109163798391819,0.12025010585784912,0.00011119841656181961,0.14348307251930237
142,9.9778098230154e-06,0.19547432661056519,-0.10089439153671265,0.015207478776574135,4.918021659250371e-06,0.10089439153671265,0.11138680577278137,9.836042590904981e-05,0.15207478404045105
143,9.976741398188856e-06,0.2720741033554077,-0.09759439527988434,0.01516206655651331,6.47802426101407e-06,0.09759439527988434,0.10920655727386475,0.00012956047430634499,0.15162065625190735
144,9.975647912929558e-06,0.47193852066993713,-0.11838813871145248,0.013980302959680557,9.532110198051669e-06,0.11838813871145248,0.13086403906345367,0.000190642211236991,0.13980303704738617
145,9.974529372743762e-06,0.2801769971847534,-0.08564125001430511,0.014561192132532597,1.868560502771288e-05,0.08564125001430511,0.1000109612941742,0.00037371210055425763,0.14561191201210022
146,9.973385783263893e-06,0.1712283194065094,-0.09319328516721725,0.014226383529603481,1.5648229236830957e-05,0.09319328516721725,0.10743507742881775,0.00031296457746066153,0.14226382970809937
147,9.972217150248504e-06,0.2597111165523529,-0.09680941700935364,0.013940218836069107,7.031886525510345e-06,0.09680941700935364,0.10915601253509521,0.00014063772687222809,0.13940219581127167
148,9.971023479582258e-06,0.6403318643569946,-0.09805852174758911,0.01425054669380188,8.618743777333293e-06,0.09805852174758911,0.10960882902145386,0.00017237487190868706,0.1425054669380188
149,9.9698047772759e-06,0.1948672980070114,-0.11216038465499878,0.014784645289182663,5.430053533928003e-06,0.11216038465499878,0.12390680611133575,0.00010860106704058126,0.14784644544124603
150,9.968561049466214e-06,0.13361282646656036,-0.10507876425981522,0.014947930350899696,6.0424736147979274e-06,0.10507876425981522,0.11741426587104797,0.00012084947957191616,0.14947929978370667
151,9.967292302416005e-06,0.34347593784332275,-0.10874756425619125,0.014843584969639778,1.1695932698785327e-05,0.10874756425619125,0.12249928712844849,0.00023391866125166416,0.14843586087226868
152,9.965998542514066e-06,0.5024493932723999,-0.10470721125602722,0.016453392803668976,1.6130910807987675e-05,0.10470721125602722,0.11836466193199158,0.00032261823071166873,0.16453391313552856
153,9.964679776275132e-06,0.5767686367034912,-0.1069648340344429,0.01609967276453972,1.8700293367146514e-05,0.1069648340344429,0.12231729179620743,0.00037400590372271836,0.16099673509597778
154,9.963336010339869e-06,0.2074016034603119,-0.11461558192968369,0.015437214635312557,7.258769073814619e-06,0.11461558192968369,0.12464956939220428,0.00014517536328639835,0.15437215566635132
155,9.961967251474823e-06,0.31667816638946533,-0.0989837497472763,0.015563858672976494,8.682503903401084e-06,0.0989837497472763,0.11139120161533356,0.00017365007079206407,0.15563857555389404
156,9.960573506572391e-06,0.17177389562129974,-0.11055916547775269,0.01554572582244873,6.370980372594204e-06,0.11055916547775269,0.12264256179332733,0.00012741959653794765,0.1554572582244873
