run_id,task,layout_id,success,score,env_steps
press_by_number-base,press_by_number,1,False,0.0,700
press_by_number-base,press_by_number,2,False,0.0,700
press_by_number-base,press_by_number,3,False,0.0,700
press_by_number-base,press_by_number,4,False,0.0,700
press_by_number-base,press_by_number,5,False,0.0,700
press_by_number-base,press_by_number,6,False,0.0,700
press_by_number-base,press_by_number,7,False,0.0,700
press_by_number-base,press_by_number,8,False,0.0,700
press_by_number-base,press_by_number,9,False,0.0,700
press_by_number-base,press_by_number,10,False,0.0,700
press_by_number-base,press_by_number,11,False,0.0,700
press_by_number-base,press_by_number,12,False,0.0,700
press_by_number-base,press_by_number,13,False,0.0,700
press_by_number-base,press_by_number,14,False,0.0,700
press_by_number-base,press_by_number,15,False,0.0,700
press_by_number-early-a,press_by_number,0,False,0.0,700
press_by_number-early-a,press_by_number,1,False,0.0,700
press_by_number-early-a,press_by_number,2,False,0.0,700
press_by_number-early-a,press_by_number,3,False,0.0,700
press_by_number-early-a,press_by_number,4,False,0.0,700
press_by_number-early-a,press_by_number,5,False,0.0,700
press_by_number-early-a,press_by_number,6,False,0.0,700
press_by_number-early-a,press_by_number,7,False,0.0,700
press_by_number-early-a,press_by_number,8,False,0.0,700
press_by_number-early-a,press_by_number,9,False,0.0,700
press_by_number-early-a,press_by_number,10,False,0.0,700
press_by_number-early-a,press_by_number,11,False,0.0,700
press_by_number-early-a,press_by_number,12,False,0.0,700
press_by_number-early-a,press_by_number,13,False,0.0,700
press_by_number-early-a,press_by_number,14,False,0.0,700
press_by_number-early-a,press_by_number,15,False,0.0,700
